sentence,difficulty
"» Ces interpellations s’étaient croisées comme les pétards d’un feu d’artifice, sans même amener un sourire sur l’impassible physionomie de l’amphitryon.",B1
"Il s’était contenté de hausser légèrement les épaules, en homme qui n’a jamais voulu feuilleter, fût-ce une heure, le livre de sa propre vie, qui n’en a pas même coupé les premières pages !",B1
"Et, cependant, cet indifférent comptait trente et un ans au plus, il se portait à merveille, il possédait une grande fortune, son esprit n’était pas sans culture, son intelligence s’élevait au-dessus de la moyenne, il",B1
3 avait enfin tout ce qui manque à tant d’autres pour être un des heureux de ce monde !,B1
Pourquoi ne l’était-il pas ?,B1
"La voix grave du philosophe se fit alors entendre, et, parlant comme un coryphée du chœur antique : « Ami, dit-il, si tu n’es pas heureux ici-bas, c’est que jusqu’ici ton bonheur n’a été que négatif.",B1
C’est qu’il en est du bonheur comme de la santé.,B1
"Pour en bien jouir, il faut en avoir été privé quelquefois.",B1
"Or, tu n’as jamais été malade… Je veux dire : tu n’as jamais été malheureux !",B1
C’est là ce qui manque à ta vie.,B1
"Qui peut apprécier le bonheur, si le malheur ne l’a jamais touché, ne fût-ce qu’un instant !",B1
"» Et, sur cette observation empreinte de sagesse, le philosophe, levant son verre plein d’un champagne puisé aux meilleures marques : « Je souhaite un peu d’ombre au soleil de notre hôte, dit-il, et quelques douleurs à sa vie !",B1
"» Après quoi, il vida son verre tout d’un trait.",B1
"L’amphitryon fit un geste d’acquiescement, et retomba dans son apathie habituelle.",B1
Où se tenait cette conversation ?,B1
"Était-ce dans une salle à manger européenne, à Paris, à Londres, à Vienne, à Pétersbourg ?",B1
Ces six convives devisaient-ils dans le salon d’un restaurant de l’ancien ou du nouveau monde ?,B1
"Quels étaient ces gens qui traitaient ces questions, au milieu d’un repas, sans avoir bu plus que de raison ?",B1
"En tout cas, ce n’étaient pas des Français, puisqu’ils ne parlaient pas politique !",B1
"Les six convives étaient attablés dans un salon de moyenne grandeur, luxueusement décoré.",B1
"À travers le lacis des vitres bleues ou orangées se glissaient, à cette heure, les derniers rayons du soleil.",B1
"Extérieurement à la baie des fenêtres, la brise du soir balançait des guirlandes de fleurs naturelles ou artificielles, et quelques lanternes multicolores mêlaient leurs pâles lueurs aux lumières mourantes du jour.",B1
"Au-dessus, la crête des baies s’enjolivait d’arabesques découpées, enrichies de sculptures variées, représentant des beautés célestes et terrestres, animaux ou végétaux d’une faune et d’une flore fantaisistes.",B1
"Sur les murs du salon, tendus de tapis de soie, miroitaient de larges glaces à double biseau.",B1
"Au plafond, une « punka », agitant ses ailes de percale peinte, rendait supportable la température ambiante.",B1
"4 La table, c’était un vaste quadrilatère en laque noire.",B1
"Pas de nappe à sa surface, qui reflétait les nombreuses pièces d’argenterie et de porcelaine comme eût fait une tranche du plus pur cristal.",B1
"Pas de serviettes, mais de simples carrés de papier, ornés de devises, dont chaque invité avait près de lui une provision suffisante.",B1
"Autour de la table se dressaient des sièges à dossiers de marbre, bien préférables sous cette latitude aux revers capitonnés de l’ameublement moderne.",B1
"Quant au service, il était fait par des jeunes filles, fort avenantes, dont les cheveux noirs s’entremêlaient de lis et de chrysanthèmes, et qui portaient des bracelets d’or ou de jade, coquettement contournés à leurs bras.",B1
"Souriantes et enjouées, elles servaient ou desservaient d’une main, tandis que, de l’autre, elles agitaient gracieusement un large éventail, qui ravivait les courants d’air déplacés par la punka du plafond.",B1
Le repas n’avait rien laissé à désirer.,B1
Qu’imaginer de plus délicat que cette cuisine à la fois propre et savante ?,B1
"Le Bignon de l’endroit, sachant qu’il s’adressait à des connaisseurs, s’était surpassé dans la confection des cent cinquante plats dont se composait le menu du dîner.",B1
"Au début et comme entrée de jeu, figuraient des gâteaux sucrés, du caviar, des sauterelles frites, des fruits secs et des huîtres de Ning- Po.",B1
"Puis se succédèrent, à courts intervalles, des œufs pochés de cane, de pigeon et de vanneau, des nids d’hirondelle aux œufs brouillés, des fricassées de « ging-seng », des ouïes d’esturgeon en compote, des nerfs de baleine sauce au sucre, des têtards d’eau douce, des jaunes de crabe en ragoût, des gésiers de moineau et des yeux de mouton piqués d’une pointe d’ail, des ravioles au lait de noyaux d’abricots, des matelotes d’holothuries, des pousses de bambou au jus, des salades sucrées de jeunes radicelles, etc.",B1
"Ananas de Singapore, pralines d’arachides, amandes salées, mangues savoureuses, fruits du « long-yen » à chair blanche, et du « lit-chi » à pulpe pâle, châtaignes d’eau, oranges de Canton confites, formaient le dernier service d’un repas qui durait depuis trois heures, repas largement arrosé de bière, de champagne, de vin de Chao-Chigne, et dont l’inévitable riz, poussé entre les lèvres des convives à l’aide de petits bâtonnets, allait couronner au dessert la savante ordonnance.",B1
"Le moment vint enfin où les jeunes servantes apportèrent, non pas de ces bols à la mode européenne, qui contiennent un liquide parfumé,",B1
"5 mais des serviettes imbibées d’eau chaude, que chacun des convives se passa sur la figure avec la plus extrême satisfaction.",B1
"Ce n’était toutefois qu’un entracte dans le repas, une heure de far niente, dont la musique allait remplir les instants.",B1
"En effet, une troupe de chanteuses et d’instrumentistes entra dans le salon.",B1
"Les chanteuses étaient jeunes, jolies, de tenue modeste et décente.",B1
Mais quelle musique et quelle méthode !,B1
"Des miaulements, des gloussements, sans mesure et sans tonalité, s’élevant en notes aiguës jusqu’aux dernières limites de perception du sens auditif !",B1
"Quant aux instruments, violons dont les cordes s’enchevêtraient dans les fils de l’archet, guitares recouvertes de peaux de serpent, clarinettes criardes, harmonicas ressemblant à de petits pianos portatifs, ils étaient dignes des chants et des chanteuses, qu’ils accompagnaient à grand fracas.",B1
Le chef de ce charivarique orchestre avait remis en entrant le programme de son répertoire.,B1
"Sur un geste de l’amphitryon, qui lui laissait carte blanche, ses musiciens jouèrent le Bouquet des dix Fleurs, morceau très à la mode alors, dont raffolait le beau monde.",B1
"Puis, la troupe chantante et exécutante, bien payée d’avance, se retira, non sans emporter force bravos, dont elle alla faire encore une importante récolte dans les salons voisins.",B1
"Les six convives quittèrent alors leur siège, mais uniquement pour passer d’une table à une autre,  ce qu’ils firent non sans grandes cérémonies et compliments de toutes sortes.",B1
"Sur cette seconde table, chacun trouva une petite tasse à couvercle, agrémentée du portrait de Bôdhidharama, le célèbre moine bouddhiste, debout sur son radeau légendaire.",B1
"Chacun reçut aussi une pincée de thé, qu’il mit infuser, sans sucre, dans l’eau bouillante que contenait sa tasse, et qu’il but presque aussitôt.",B1
Quel thé !,B1
"Il n’était pas à craindre que la maison Gibb-Gibb et Co., qui l’avait fourni, l’eût falsifié par le mélange malhonnête de feuilles étrangères, ni qu’il eût déjà subi une première infusion et ne fût plus bon qu’à balayer les tapis, ni qu’un préparateur indélicat l’eût teint en jaune avec la curcumine ou en vert avec le bleu de Prusse !",B1
C’était le thé impérial dans toute sa pureté.,B1
"C’étaient ces feuilles précieuses semblables à la fleur elle-même, ces feuilles de la première récolte du mois de mars, qui se fait rarement, car l’arbre en meurt, ces feuilles,",B1
"6 enfin, que de jeunes enfants, aux mains soigneusement gantées, ont seuls le droit de cueillir !",B1
"Un Européen n’aurait pas eu assez d’interjections laudatives pour célébrer cette boisson, que les six convives humaient à petites gorgées, sans s’extasier autrement,  en connaisseurs qui en avaient l’habitude.",B1
"C’est que ceux-ci, il faut le dire, n’en étaient plus à apprécier les délicatesses de cet excellent breuvage.",B1
"Gens de la bonne société, richement vêtus de la « han-chaol », légère chemisette, du « ma- coual », courte tunique, de la « haol », longue robe se boutonnant sur le côté ; ayant aux pieds babouches jaunes et chaussettes piquées, aux jambes pantalons de soie que serrait à la taille une écharpe à glands, sur la poitrine le plastron de soie finement brodé, l’éventail à la ceinture, ces aimables personnages étaient nés au pays même où l’arbre à thé donne une fois l’an sa moisson de feuilles odorantes.",B1
"Ce repas, dans lequel figuraient des nids d’hirondelle, des holothuries, des nerfs de baleine, des ailerons de requin, ils l’avaient savouré comme il le méritait pour la délicatesse de ses préparations ; mais son menu, qui eût étonné un étranger, n’était pas pour les surprendre.",B1
"En tout cas, ce à quoi ne s’attendaient ni les uns ni les autres, ce fut la communication que leur fit l’amphitryon, au moment où ils allaient enfin quitter la table.",B1
"Pourquoi celui-ci les avait traités, ce jour-là, ils l’apprirent alors.",B1
Les tasses étaient encore pleines.,B1
"Au moment de vider la sienne pour la dernière fois, l’indifférent, s’accoudant sur la table, les yeux perdus dans le vague, s’exprima en ces termes : « Mes amis, écoutez-moi sans rire.",B1
Le sort en est jeté.,B1
"Je vais introduire dans mon existence un élément nouveau, qui en dissipera peut-être la monotonie !",B1
"Sera-ce un bien, sera-ce un mal ?",B1
l’avenir me l’apprendra.,B1
"Ce dîner, auquel je vous ai conviés, est mon dîner d’adieu à la vie de garçon.",B1
"Dans quinze jours, je serai marié, et…  Et tu seras le plus heureux des hommes !",B1
Les pronostics sont pour toi !,B1
"» En effet, tandis que les lampes crépitaient en jetant de pâles lueurs, les pies jacassaient sur les arabesques des fenêtres, et les petites feuilles de thé flottaient perpendiculairement dans les tasses.",B1
Autant d’heureux présages qui ne pouvaient tromper !,B1
"7 Aussi, tous de féliciter leur hôte, qui reçut ces compliments avec la plus parfaite froideur.",B1
"Mais, comme il ne nomma pas la personne, destinée au rôle « d’élément nouveau », dont il avait fait choix, aucun n’eut l’indiscrétion de l’interroger à ce sujet.",B1
"Cependant, le philosophe n’avait pas mêlé sa voix au concert général des félicitations.",B1
"Les bras croisés, les yeux à demi clos, un sourire ironique sur les lèvres, il ne semblait pas plus approuver les complimenteurs que le complimenté.",B1
"Celui-ci se leva alors, lui mit la main sur l’épaule, et, d’une voix qui semblait moins calme que d’habitude : « Suis-je donc trop vieux pour me marier ?",B1
 Trop jeune ?,B1
 Tu trouves que j’ai tort ?,B1
" Celle que j’ai choisie, et que tu connais, a tout ce qu’il faut pour me rendre heureux.",B1
 Je le sais.,B1
 Eh bien ?…  C’est toi qui n’as pas tout ce qu’il faut pour l’être !,B1
"S’ennuyer seul dans la vie, c’est mauvais !",B1
"S’ennuyer à deux, c’est pire !",B1
" Je ne serai donc jamais heureux ?…  Non, tant que tu n’auras pas connu le malheur !",B1
 Le malheur ne peut m’atteindre !,B1
" Tant pis, car alors tu es incurable !",B1
ces philosophes !,B1
s’écria le plus jeune des convives.,B1
Il ne faut pas les écouter.,B1
Ce sont des machines à théories !,B1
Ils en fabriquent de toute sorte !,B1
"Pure camelote, qui ne vaut rien à l’user !",B1
"Marie-toi, marie- toi, ami !",B1
"J’en ferais autant, si je n’avais fait vœu de ne jamais rien faire !",B1
"Marie-toi, et, comme disent nos poètes, puissent les deux phénix t’apparaître toujours tendrement unis !",B1
"Mes amis, je bois au bonheur de notre hôte !",B1
"8  Et moi, répondit le philosophe, je bois à la prochaine intervention de quelque divinité protectrice, qui, pour le rendre heureux, le fasse passer par l’épreuve du malheur !",B1
"» Sur ce toast assez bizarre, les convives se levèrent, rapprochèrent leurs poings comme eussent fait des boxeurs au moment de la lutte ; puis, après les avoir successivement baissés et remontés en inclinant la tête, ils prirent congé les uns des autres.",B1
"À la description du salon dans lequel ce repas a été donné, au menu exotique qui le composait, à l’habillement des convives, à leur manière de s’exprimer, peut-être aussi à la singularité de leurs théories, le lecteur a deviné qu’il s’agissait de Chinois, non de ces « Célestials » qui semblent avoir été décollés d’un paravent ou être en rupture de potiche, mais de ces modernes habitants du Céleste Empire, déjà « européennisés » par leurs études, leurs voyages, leurs fréquentes communications avec les civilisés de l’Occident.",B1
"En effet, c’était dans le salon d’un des bateaux-fleurs de la rivière des Perles, à Canton, que le riche Kin-Fo, accompagné de l’inséparable Wang, le philosophe, venait de traiter quatre des meilleurs amis de sa jeunesse, Pao-Shen, un mandarin de quatrième classe à bouton bleu, Yin-Pang, riche négociant en soieries de la rue des Pharmaciens, Tim le viveur endurci et Houal le lettré.",B1
"Et cela se passait le vingt-septième jour de la quatrième lune, pendant la première de ces cinq veilles, qui se partagent si poétiquement les heures de la nuit chinoise.",B1
"9 CHAPITRE II Dans lequel Kin-Fo et le philosophe Wang sont posés d’une façon plus nette Si Kin-Fo avait donné ce dîner d’adieu à ses amis de Canton, c’est que c’était dans cette capitale de la province de Kouang-Tong qu’il avait passé une partie de son adolescence.",B1
"Des nombreux camarades que doit compter un jeune homme riche et généreux, les quatre invités du bateau-fleurs étaient les seuls qui lui restassent à cette époque.",B1
"Quant aux autres, dispersés aux hasards de la vie, il eût vainement cherché à les réunir.",B1
"Kin-Fo habitait alors Shang-Haï, et, pour faire changer d’air à son ennui, il était venu le promener pendant quelques jours à Canton.",B1
"Mais, ce soir même, il devait prendre le steamer qui fait escale aux points principaux de la côte et revenir tranquillement à son yamen.",B1
"Si Wang avait accompagné Kin-Fo, c’est que le philosophe ne quittait jamais son élève, auquel les leçons ne manquaient pas.",B1
"À vrai dire, celui-ci n’en tenait aucun compte.",B1
"Autant de maximes et de sentences perdues ; mais la « machine à théories »,  ainsi que l’avait dit ce viveur de Tim,  ne se fatiguait pas d’en produire.",B1
"Kin-Fo était bien le type de ces Chinois du Nord, dont la race tend à se transformer, et qui ne se sont jamais ralliés aux Tartares.",B1
"On n’eût pas rencontré son pareil dans les provinces du Sud, où les hautes et basses classes se sont plus intimement mélangées avec la race mantchoue.",B1
"Kin-Fo, ni par son père ni par sa mère, dont les familles, depuis la conquête, se tenaient à l’écart, n’avait une goutte de sang tartare dans les veines.",B1
"Grand, bien bâti, plutôt blanc que jaune, les sourcils tracés en droite ligne, les yeux disposés suivant l’horizontale et se relevant à peine vers les tempes, le nez droit, la face non aplatie, il eût été remarqué même auprès des plus beaux spécimens des populations de l’Occident.",B1
"10 En effet, si Kin-Fo se montrait Chinois, ce n’était que par son crâne soigneusement rasé, son front et son cou sans un poil, sa magnifique queue, qui, prenant naissance à l’occiput, se déroulait sur son dos comme un serpent de jais.",B1
"Très soigné de sa personne, il portait une fine moustache, faisant demi-cercle autour de sa lèvre supérieure, et une mouche, qui figuraient exactement au-dessous le point d’orgue de l’écriture musicale.",B1
"Ses ongles s’allongeaient de plus d’un centimètre, preuve qu’il appartenait bien à cette catégorie de gens fortunés qui peuvent vivre sans rien faire.",B1
"Peut-être, aussi, la nonchalance de sa démarche, le hautain de son attitude, ajoutaient-ils encore à ce « comme il faut » qui se dégageait de toute sa personne.",B1
"D’ailleurs Kin-Fo était né à Péking, avantage dont les Chinois se montrent très fiers.",B1
"À qui l’interrogeait, il pouvait superbement répondre : « Je suis d’En-Haut !",B1
"» C’était à Péking, en effet, que son père Tchoung-Héou demeurait au moment de sa naissance, et il avait six ans lorsque celui-ci vint se fixer définitivement à Shang-Haï.",B1
"Ce digne Chinois, d’une excellente famille du nord de l’Empire, possédait, comme ses compatriotes, de remarquables aptitudes pour le commerce.",B1
"Pendant les premières années de sa carrière, tout ce que produit ce riche territoire si peuplé, papiers de Swatow, soieries de Sou-Tchéou, sucres candis de Formose, thés de Hankow et de Foochow, fers du Honan, cuivre rouge ou jaune de la province de Yunanne, tout fut pour lui élément de négoce et matière à trafic.",B1
"Sa principale maison de commerce, son « hong » était à Shang-Haï, mais il possédait des comptoirs à Nan-King, à Tien-Tsin, à Macao, à Hong-Kong.",B1
"Très mêlé au mouvement européen, c’étaient les steamers anglais qui transportaient ses marchandises, c’était le câble électrique qui lui donnait le cours des soieries à Lyon et de l’opium à Calcutta.",B1
"Aucun de ces agents du progrès, vapeur ou électricité, ne le trouvait réfractaire, ainsi que le sont la plupart des Chinois, sous l’influence des mandarins et du gouvernement, dont ce progrès diminue peu à peu le prestige.",B1
"Bref, Tchoung-Héou manœuvra si habilement, aussi bien dans son commerce avec l’intérieur de l’Empire que dans ses transactions avec les maisons portugaises, françaises, anglaises ou américaines de",B1
"11 Shang-Haï, de Macao et de Hong-Kong, qu’au moment où Kin-Fo venait au monde, sa fortune dépassait déjà quatre cent mille dollars.",B1
"Or, pendant les années qui suivirent, cette épargne allait être doublée, grâce à la création d’un trafic nouveau, qu’on pourrait appeler le « commerce des coolies du Nouveau-Monde ».",B1
"On sait, en effet, que la population de la Chine est surabondante et hors de proportion avec l’étendue de ce vaste territoire, diversement mais poétiquement nommé Céleste Empire, Empire du Milieu, Empire ou Terre des Fleurs.",B1
On ne l’évalue pas à moins de trois cent soixante millions d’habitants.,B1
C’est presque un tiers de la population de toute la terre.,B1
"Or, si peu que mange le Chinois pauvre, il mange, et la Chine, même avec ses nombreuses rizières, ses immenses cultures de millet et de blé, ne suffit pas à le nourrir.",B1
De là un trop-plein qui ne demande qu’à s’échapper par ces trouées que les canons anglais et français ont faites aux murailles matérielles et morales du Céleste-Empire.,B1
"C’est vers l’Amérique du Nord et principalement sur l’État de Californie, que s’est déversé ce trop-plein.",B1
"Mais cela s’est fait avec une telle violence, que le Congrès a dû prendre des mesures restrictives contre cette invasion, assez impoliment nommée « la peste jaune ».",B1
"Ainsi qu’on l’a fait observer, cinquante millions d’émigrants chinois aux États-Unis n’auraient pas sensiblement amoindri la Chine, et c’eût été l’absorption de la race anglo-saxonne au profit de la race mongole.",B1
"Quoi qu’il en soit, l’exode se fit sur une vaste échelle.",B1
"Ces coolies, vivant d’une poignée de riz, d’une tasse de thé et d’une pipe de tabac, aptes à tous les métiers, réussirent rapidement au lac Salé, en Virginie, dans l’Orégon et surtout dans l’État de Californie, où ils abaissèrent considérablement le prix de la main-d’œuvre.",B1
Des compagnies se formèrent donc pour le transport de ces émigrants si peu coûteux.,B1
"On en compta cinq, qui opéraient le racolage dans cinq provinces du Céleste Empire, et une sixième, fixée à San-Francisco.",B1
"Les premières expédiaient, la dernière recevait la marchandise.",B1
"Une agence annexe, celle de Ting-Tong, la réexpédiait.",B1
Ceci demande une explication.,B1
"Les Chinois veulent bien s’expatrier et aller chercher fortune chez les « Mélicains », nom qu’ils donnent aux populations des États-Unis, mais à une condition, c’est que leurs cadavres seront",B1
12 fidèlement ramenés à la terre natale pour y être enterrés.,B1
"C’est une des conditions principales du contrat, une clause sine qua non, qui oblige les compagnies envers l’émigrant, et rien ne saurait la faire éluder.",B1
"Aussi, la Ting-Tong, autrement dit l’Agence des Morts, disposant de fonds particuliers, est-elle chargée de fréter les « navires à cadavres », qui repartent à pleines charges de San-Francisco pour Shang-Haï, Hong-Kong ou Tien-Tsin.",B1
Nouvelle source de bénéfices.,B1
L’habile et entreprenant Tchoung-Héou sentit cela.,B1
"Au moment où il mourut, en 1866, il était directeur de la compagnie de Kouang-Than, dans la province de ce nom, et sous-directeur de la Caisse des Fonds des Morts, à San-Francisco.",B1
"Ce jour-là, Kin-Fo, n’ayant plus ni père ni mère, héritait d’une fortune évaluée à quatre millions de francs, placée en actions de la Centrale Banque Californienne, qu’il eut le bon sens de garder.",B1
"Au moment où il perdit son père, le jeune héritier, âgé de dix-neuf ans, se fût trouvé seul, s’il n’eût eu Wang, l’inséparable Wang, pour lui tenir lieu de mentor et d’ami.",B1
"Or, qu’était ce Wang ?",B1
"Depuis dix-sept ans, il vivait dans le yamen de Shang-Haï.",B1
Il avait été le commensal du père avant d’être celui du fils.,B1
Mais d’où venait-il ?,B1
À quel passé pouvait-on le rattacher ?,B1
"Autant de questions assez obscures, auxquelles Tchoung-Héou et Kin- Fo auraient seuls pu répondre.",B1
"Et s’ils avaient jugé convenable de le faire,  ce qui n’était pas probable,  voici ce que l’on eût appris : Personne n’ignore que la Chine est, par excellence, le royaume où les insurrections peuvent durer pendant bien des années, et soulever des centaines de mille hommes.",B1
"Or, au dix-septième siècle, la célèbre dynastie des Ming, d’origine chinoise, régnait depuis trois cents ans sur la Chine, lorsque, en 1644, le chef de cette dynastie, trop faible contre les rebelles qui menaçaient la capitale, demanda secours à un roi tartare.",B1
"Le roi ne se fit pas prier, accourut, chassa les révoltés, profita de la situation pour renverser celui qui avait imploré son aide, et proclama empereur son propre fils Chun-Tché.",B1
"À partir de cette époque, l’autorité tartare fut substituée à l’autorité chinoise, et le trône occupé par des empereurs mantchoux.",B1
"13 Peu à peu, surtout dans les classes inférieures de la population, les deux races se confondirent ; mais, chez les familles riches du Nord, la séparation entre Chinois et Tartares se maintint plus strictement.",B1
"Aussi, le type se distingue-t-il encore, et plus particulièrement au milieu des provinces septentrionales de l’Empire.",B1
"Là se cantonnèrent des « irréconciliables », qui restèrent fidèles à la dynastie déchue.",B1
"Le père de Kin-Fo était de ces derniers, et il ne démentit pas les traditions de sa famille, qui avait refusé de pactiser avec les Tartares.",B1
"Un soulèvement contre la domination étrangère, même après trois cents ans d’exercice, l’eût trouvé prêt à agir.",B1
Inutile d’ajouter que son fils Kin-Fo partageait absolument ses opinions politiques.,B1
"Or, en 1860, régnait encore cet empereur S’Hiène-Fong, qui déclara la guerre à l’Angleterre et à la France,  guerre terminée par le traité de Péking, le 25 octobre de ladite année.",B1
"Mais, avant cette époque, un formidable soulèvement menaçait déjà la dynastie régnante.",B1
"Les Tchang-Mao ou Taï-ping, les « rebelles aux longs cheveux », s’étaient emparés de Nan-King en 1853 et de Shang- Haï en 1855.",B1
"S’Hiène-Fong mort, son jeune fils eut fort à faire pour repousser les Taï-ping.",B1
"Sans le vice-roi Li, sans le prince Kong, et surtout sans le colonel anglais Gordon, peut-être n’eût-il pu sauver son trône.",B1
"C’est que ces Taï-ping, ennemis déclarés des Tartares, fortement organisés pour la rébellion, voulaient remplacer la dynastie des Tsing par celle des Wang.",B1
"Ils formaient quatre bandes distinctes ; la première à bannière noire, chargée de tuer ; la seconde à bannière rouge, chargée d’incendier ; la troisième à bannière jaune, chargée de piller ; la quatrième à bannière blanche, chargée d’approvisionner les trois autres.",B1
Il y eut d’importantes opérations militaires dans le Kiang-Sou.,B1
"Sou- Tchéou et Kia-Hing, à cinq lieues de Shang-Haï, tombèrent au pouvoir des révoltés et furent repris, non sans peine, par les troupes impériales.",B1
"Shang-Haï, très menacée, était même attaquée, le 18 août 1860, au moment où les généraux Grant et Montauban, commandant l’armée anglo-française, canonnaient les forts du Peï-Ho.",B1
"Or, à cette époque, Tchoung-Héou, le père de Kin-Fo, occupait une habitation près de Shang-Haï, non loin du magnifique pont que",B1
14 les ingénieurs chinois avaient jeté sur la rivière de Sou-Tchéou.,B1
"Ce soulèvement des Taï-ping, il n’avait pu le voir d’un mauvais œil, puisqu’il était principalement dirigé contre la dynastie tartare.",B1
"Ce fut donc dans ces conditions que, le soir du 18 août, après que les rebelles eurent été rejetés hors de Shang-Haï, la porte de l’habitation de Tchoung-Héou s’ouvrit brusquement.",B1
"Un fuyard, ayant pu dépister ceux qui le poursuivaient, vint tomber aux pieds de Tchoung-Héou.",B1
Ce malheureux n’avait plus une arme pour se défendre.,B1
"Si celui auquel il venait demander asile le livrait à la soldatesque impériale, il était perdu.",B1
"Le père de Kin-Fo n’était pas homme à trahir un Taï-ping, qui avait cherché refuge dans sa maison.",B1
"Il referma la porte et dit : « Je ne veux pas savoir, je ne saurai jamais qui tu es, ce que tu as fait, d’où tu viens !",B1
"Tu es mon hôte, et, par cela seul, en sûreté chez moi.",B1
"» Le fugitif voulut parler, pour exprimer sa reconnaissance… Il en avait à peine la force.",B1
« Ton nom ?,B1
lui demanda Tchoung-Héou.,B1
"» C’était Wang, en effet, sauvé par la générosité de Tchoung-Héou,  générosité qui aurait coûté la vie à ce dernier, si l’on avait soupçonné qu’il donnât asile à un rebelle.",B1
"Mais Tchoung-Héou était de ces hommes antiques, à qui tout hôte est sacré.",B1
"Quelques années après, le soulèvement des rebelles était définitivement réprimé.",B1
"En 1864, l’empereur Taï-ping, assiégé dans Nan-King, s’empoisonnait pour ne pas tomber aux mains des Impériaux.",B1
"Wang, depuis ce jour, resta dans la maison de son bienfaiteur.",B1
Jamais il n’eut à répondre sur son passé.,B1
Personne ne l’interrogea à cet égard.,B1
Peut-être craignait-on d’en apprendre trop !,B1
"Les atrocités commises par les révoltés avaient été, dit-on, épouvantables.",B1
"Sous quelle bannière avait servi Wang, la jaune, la rouge, la noire ou la blanche ?",B1
"Mieux valait l’ignorer, en somme, et conserver l’illusion qu’il n’avait appartenu qu’à la colonne de ravitaillement.",B1
"15 Wang, enchanté de son sort, d’ailleurs, demeura donc le commensal de cette hospitalière maison.",B1
"Après la mort de Tchoung-Héou, son fils n’eut garde de se séparer de lui, tant il était habitué à la compagnie de cet aimable personnage.",B1
"Mais, en vérité, à l’époque où commence cette histoire, qui eût jamais reconnu un ancien Taï-ping, un massacreur, un pillard ou un incendiaire  au choix,  dans ce philosophe de cinquante-cinq ans, ce moraliste à lunettes, ce Chinois chinoisant, yeux relevés vers les tempes, moustache traditionnelle.",B1
"Avec sa longue robe de couleur peu voyante, sa ceinture relevée sur la poitrine par un commencement d’obésité, sa coiffure réglée suivant le décret impérial, c’est-à-dire un chapeau de fourrure aux bords dressés le long d’une calotte d’où s’échappaient des houppes de filets rouges, n’avait-il pas l’air d’un brave professeur de philosophie, de l’un de ces savants qui font couramment usage des quatre-vingt mille caractères de l’écriture chinoise, d’un lettré du dialecte supérieur, d’un premier lauréat de l’examen des docteurs, ayant le droit de passer sous la grande porte de Péking, réservée au Fils du Ciel ?",B1
"Peut-être, après tout, oubliant un passé plein d’horreur, le rebelle s’était-il bonifié au contact de l’honnête Tchoung-Héou, et avait-il tout doucement bifurqué sur le chemin de la philosophie spéculative !",B1
