sentence,difficulty
"Quinze jours plus tard, à deux mille lieues de là, l’Helvetia, de la Compagnie nationale, et le Shannon, du Royal-Mail, marchant à contre-bord dans cette portion de l’Atlantique comprise entre les États-Unis et l’Europe, se signalèrent respectivement le monstre par 42° 15’de latitude nord, et 60° 35’de longitude à l’ouest du méridien de Greenwich.",B2
"Dans cette observation simultanée, on crut pouvoir évaluer la longueur minimum du mammifère à plus de trois cent cinquante pieds anglais, puisque le Shannon et l’Helvetia étaient de dimension inférieure à lui, bien qu’ils mesurassent cent mètres de l’étrave à l’étambot.",B2
"Or, les plus vastes baleines, celles qui fréquentent les parages des îles Aléoutiennes, le Kulammok et l’Umgullil, n’ont jamais dépassé la longueur de cinquante-six mètres,  si même elles l’atteignent.",B2
"Ces rapports arrivés coup sur coup, de nouvelles observations faites à bord du transatlantique le Pereire, un abordage entre l’Etna, de la ligne Inman, et le monstre, un procès-verbal dressé par les officiers de la frégate française la Normandie, un très sérieux relèvement obtenu par l’état-major du commodore Fitz-James à bord du Lord-Clyde, émurent profondément l’opinion publique.",B2
"Dans les pays d’humeur légère, on plaisanta le phénomène, mais les pays graves et pratiques, l’Angleterre, l’Amérique, l’Allemagne, s’en préoccupèrent vivement.",B2
"Partout dans les grands centres, le monstre devint à la mode.",B2
"On le chanta dans les cafés, on le bafoua dans les journaux, on le joua sur les théâtres.",B2
Les canards eurent là une belle occasion de pondre des œufs de toutes couleurs.,B2
"On vit réapparaître dans les journaux à court de copie  tous les êtres imaginaires et gigantesques, depuis la baleine blanche, la terrible « Maby Dick » des régions hyperboréennes, jusqu’au Kraken démesuré, dont les tentacules peuvent enlacer un bâtiment de cinq cents tonneaux et l’entraîner dans les abîmes de l’Océan.",B2
"On reproduisit même les procès-verbaux des temps anciens, les opinions d’Aristote et de Pline, qui admettaient l’existence de ces monstres, puis les récits norvégiens de l’évêque Pontoppidan, les relations de Paul Eggede, et enfin les rapports de M. Harrington, dont la bonne foi ne peut être soupçonnée, quand il affirme",B2
"4 avoir vu, étant à bord du Castillan, en 1857, cet énorme serpent qui n’avait jamais fréquenté jusqu’alors que les mers de l’ancien Constitutionnel.",B2
Alors éclata l’interminable polémique des crédules et des incrédules dans les sociétés savantes et les journaux scientifiques.,B2
La « question du monstre » enflamma les esprits.,B2
"Les journalistes qui font profession de science, en lutte avec ceux qui font profession d’esprit, versèrent des flots d’encre pendant cette mémorable campagne ; quelques-uns même, deux ou trois gouttes de sang, car du serpent de mer, ils en vinrent aux personnalités les plus offensantes.",B2
"Six mois durant, la guerre se poursuivit avec des chances diverses.",B2
"Aux articles de fond de l’Institut géographique du Brésil, de l’Académie royale des sciences de Berlin, de l’Association britannique, de l’Institution smithsonienne de Washington, aux discussions du Indian Archipelago, du Cosmos de l’abbé Moigno, des Mittheilungen de Petermann, aux chroniques scientifiques des grands journaux de la France et de l’étranger, la petite presse ripostait avec une verve intarissable.",B2
"Ses spirituels écrivains, parodiant un mot de Linné, cité par les adversaires du monstre, soutinrent en effet que « la nature ne faisait pas de sots », et ils adjurèrent leurs contemporains de ne point donner un démenti à la nature en admettant l’existence des Krakens, des serpents de mer, des « Maby Dick » et autres élucubrations de marins en délire.",B2
"Enfin, dans un article d’un journal satirique très redouté, le plus aimé de ses rédacteurs, brochant sur le tout, poussa au monstre comme Hippolyte, lui porta un dernier coup, et l’acheva au milieu d’un éclat de rire universel.",B2
L’esprit avait vaincu la science.,B2
"Pendant les premiers mois de l’année 1867, la question parut être enterrée, et elle ne semblait pas devoir renaître, quand de nouveaux faits furent portés à la connaissance du public.",B2
"Il ne s’agit plus alors d’un problème scientifique à résoudre, mais bien d’un danger réel et sérieux à éviter.",B2
La question prit une tout autre face.,B2
"Le monstre redevint îlot, rocher, écueil, mais écueil fuyant, indéterminable, insaisissable.",B2
"Le 5 mars 1867, le Moravian, de Montreal Ocean Company, se trouvant pendant la nuit par 27° 30’de latitude et 72° 15’de longitude, heurta de sa hanche de tribord un roc qu’aucune carte ne marquait dans ces parages.",B2
"Sous l’effort combiné du vent et de ses quatre cents chevaux-vapeur, il marchait à la vitesse de treize nœuds.",B2
"Nul doute que sans la qualité supérieure de sa coque, le Moravian, ouvert au choc, ne se fût englouti avec les deux cent trente-sept passagers qu’il ramenait du Canada.",B2
"L’accident était arrivé vers cinq heures du matin, lorsque le jour commençait à poindre.",B2
Les officiers de quart se précipitèrent à l’arrière du bâtiment.,B2
Ils examinèrent l’Océan avec la plus scrupuleuse attention.,B2
"Ils ne virent rien, si ce n’est un fort remous qui brisait à trois encablures,",B2
5 comme si les nappes liquides eussent été violemment battues.,B2
"Le relèvement du lieu fut exactement pris, et le Moravian continua sa route sans avaries apparentes.",B2
Avait-il heurté une roche sous-marine ou quelque énorme épave d’un naufrage ?,B2
on ne put le savoir.,B2
"Mais, examen fait de sa carène dans les bassins de radoub, il fut reconnu qu’une partie de la quille avait été brisée.",B2
"Ce fait, extrêmement grave en lui-même, eût peut-être été oublié comme tant d’autres, si, trois semaines après, il ne se fût reproduit dans des conditions identiques.",B2
"Seulement, grâce à la nationalité du navire victime de ce nouvel abordage, grâce à la réputation de la Compagnie à laquelle ce navire appartenait, l’évènement eut un retentissement immense.",B2
Personne n’ignore le nom du célèbre armateur anglais Cunard.,B2
"Cet intelligent industriel fonda, en 1840, un service postal entre Liverpool et Halifax, avec trois navires en bois et à roues d’une force de quatre cents chevaux, et d’une jauge de onze cent soixante-deux tonneaux.",B2
"Huit ans après, le matériel de la Compagnie s’accroissait de quatre navires de six cent cinquante chevaux et de dix-huit cent vingt tonnes, et, deux ans plus tard, de deux autres bâtiments supérieurs en puissance et en tonnage.",B2
"En 1853, la compagnie Cunard, dont le privilège pour le transport des dépêches venait d’être renouvelé, ajouta successivement à son matériel l’Arabia, le Persia, le China, le Scotia, le Java, le Russia, tous navires de première marche, et les plus vastes qui, après le Great-Eastern, eussent jamais sillonné les mers.",B2
"Ainsi donc, en 1867, la Compagnie possédait douze navires, dont huit à roues et quatre à hélices.",B2
"Si je donne ces détails très succincts, c’est afin que chacun sache bien quelle est l’importance de cette compagnie de transports maritimes, connue du monde entier par son intelligente gestion.",B2
Nulle entreprise de navigation transocéanienne n’a été conduite avec plus d’habileté ; nulle affaire n’a été couronnée de plus de succès.,B2
"Depuis vingt-six ans, les navires Cunard ont traversé deux mille fois l’Atlantique, et jamais un voyage n’a été manqué, jamais un retard n’a eu lieu, jamais ni une lettre, ni un homme, ni un bâtiment n’ont été perdus.",B2
"Aussi les passagers choisissent-ils encore, malgré la concurrence puissante que lui fait la France, la ligne Cunard de préférence à toute autre, ainsi qu’il appert d’un relevé fait sur les documents officiels des dernières années.",B2
"Ceci dit, personne ne s’étonnera du retentissement que provoqua l’accident arrivé à l’un de ses plus beaux steamers.",B2
"Le 13 avril 1867, la mer étant belle, la brise maniable, le Scotia se trouvait par 15° 12’de longitude et 45° 37’de latitude.",B2
Il marchait avec une vitesse de treize nœuds quarante-trois centièmes sous la poussée de ses mille chevaux- vapeur.,B2
Ses roues battaient la mer avec une régularité parfaite.,B2
"Son tirant d’eau était alors de six mètres soixante-dix centimètres, et son déplacement de six mille six cent vingt-quatre mètres cubes.",B2
"6 À quatre heures dix-sept minutes du soir, pendant le lunch des passagers réunis dans le grand salon, un choc, peu sensible en somme, se produisit sur la coque du Scotia, par sa hanche et un peu en arrière de la roue de bâbord.",B2
"Le Scotia n’avait pas heurté, il avait été heurté, et plutôt par un instrument tranchant ou perforant que contondant.",B2
"L’abordage avait semblé si léger, que personne ne s’en fût inquiété à bord, sans le cri des soutiers qui remontèrent sur le pont en s’écriant : « Nous coulons !",B2
nous coulons !,B2
"» Tout d’abord, les passagers furent très effrayés ; mais le capitaine Anderson se hâta de les rassurer.",B2
"En effet, le danger ne pouvait être imminent.",B2
"Le Scotia, divisé en sept compartiments par des cloisons étanches, devait braver impunément une voie d’eau.",B2
Le capitaine Anderson se rendit immédiatement dans la cale.,B2
"Il reconnut que le cinquième compartiment avait été envahi par la mer, et la rapidité de l’envahissement prouvait que la voie d’eau était considérable.",B2
"Fort heureusement, ce compartiment ne renfermait pas les chaudières, car les feux se fussent subitement éteints.",B2
"Le capitaine Anderson fit stopper immédiatement, et l’un des matelots plongea pour reconnaître l’avarie.",B2
"Quelques instants après, on constatait l’existence d’un trou large de deux mètres dans la carène du steamer.",B2
"Une telle voie d’eau ne pouvait être aveuglée, et le Scotia, ses roues à demi noyées, dut continuer ainsi son voyage.",B2
"Il se trouvait alors à trois cents milles du cap Clear, et, après trois jours d’un retard qui inquiéta vivement Liverpool, il entra dans les bassins de la Compagnie.",B2
"Les ingénieurs procédèrent alors à la visite du Scotia, qui fut mis en cale sèche.",B2
Ils ne purent en croire leurs yeux.,B2
"À deux mètres et demi au-dessous de la flottaison s’ouvrait une déchirure régulière, en forme de triangle isocèle.",B2
"La cassure de la tôle était d’une netteté parfaite, et elle n’eût pas été frappée plus sûrement à l’emporte-pièce.",B2
"Il fallait donc que l’outil perforant qui l’avait produite fût d’une trempe peu commune,  et, après avoir été lancé avec une force prodigieuse, ayant ainsi percé une tôle de quatre centimètres, il avait dû se retirer de lui-même par un mouvement rétrograde et vraiment inexplicable.",B2
"Tel était ce dernier fait, qui eut pour résultat de passionner à nouveau l’opinion publique.",B2
"Depuis ce moment, en effet, les sinistres maritimes qui n’avaient pas de cause déterminée furent mis sur le compte du monstre.",B2
"Ce fantastique animal endossa la responsabilité de tous ces naufrages, dont le nombre est malheureusement considérable ; car sur trois mille navires dont la perte est annuellement relevée au Bureau Veritas, le chiffre des navires à vapeur ou à voiles, supposés perdus corps et biens par suite d’absence de nouvelles, ne s’élève pas à moins de deux cents !",B2
"7 Or ce fut le « monstre » que, justement ou injustement, on accusa de leur disparition, et, grâce à lui, les communications entre les divers continents devenant de plus en plus dangereuses, le public se déclara et demanda catégoriquement que les mers fussent enfin débarrassées à tout prix de ce formidable cétacé.",B2
"8 II Le pour et le contre À l’époque où ces évènements se produisirent, je revenais d’une exploration scientifique entreprise dans les mauvaises terres du Nébraska, aux États-Unis.",B2
"En ma qualité de professeur suppléant au Muséum d’histoire naturelle de Paris, le gouvernement français m’avait joint à cette expédition.",B2
"Après six mois passés dans le Nébraska, chargé de précieuses collections, j’arrivai à New-York vers la fin de mars.",B2
Mon départ pour la France était fixé aux premiers jours de mai.,B2
"Je m’occupais donc, en attendant, de classer mes richesses minéralogiques, botaniques et zoologiques, quand arriva l’incident du Scotia.",B2
"J’étais parfaitement au courant de la question à l’ordre du jour, et comment ne l’aurais-je pas été ?",B2
J’avais lu et relu tous les journaux américains et européens sans être plus avancé.,B2
Ce mystère m’intriguait.,B2
"Dans l’impossibilité de me former une opinion, je flottais d’un extrême à l’autre.",B2
"Qu’il y eût quelque chose, cela ne pouvait être douteux, et les incrédules étaient invités à mettre le doigt sur la plaie du Scotia.",B2
"À mon arrivée à New-York, la question brûlait.",B2
"L’hypothèse de l’îlot flottant, de l’écueil insaisissable, soutenue par quelques esprits peu compétents, était absolument abandonnée.",B2
"Et, en effet, à moins que cet écueil n’eût une machine dans le ventre, comment pouvait-il se déplacer avec une rapidité si prodigieuse ?",B2
"De même fut repoussée l’existence d’une coque flottante, d’une énorme épave, et toujours à cause de la rapidité du déplacement.",B2
"Restaient donc deux solutions possibles de la question, qui créaient deux clans très distincts de partisans : d’un côté, ceux qui tenaient pour un monstre d’une force colossale ; de l’autre, ceux qui tenaient pour un bateau « sous- marin » d’une extrême puissance motrice.",B2
"Or cette dernière hypothèse, admissible après tout, ne put résister aux enquêtes qui furent poursuivies dans les deux mondes.",B2
"Qu’un simple particulier eût à sa disposition un tel engin mécanique, c’était peu probable.",B2
"Où et quand l’eût-il fait construire, et comment aurait-il tenu cette construction secrète ?",B2
"Seul, un gouvernement pouvait posséder une pareille machine destructive, et, en ces temps désastreux où l’homme s’ingénie à multiplier la puissance des armes de guerre, il était possible qu’un État essayât à l’insu des autres ce formidable engin.",B2
"Après les chassepots, les torpilles ; après les torpilles, les béliers sous-marins ; puis  la réaction.",B2
"Du moins, je l’espère.",B2
9 Mais l’hypothèse d’une machine de guerre tomba encore devant la déclaration des gouvernements.,B2
"Comme il s’agissait là d’un intérêt public, puisque les communications transocéaniennes en souffraient, la franchise des gouvernements ne pouvait être mise en doute.",B2
"D’ailleurs, comment admettre que la construction de ce bateau sous-marin eût échappé aux yeux du public ?",B2
"Garder le secret dans ces circonstances est très difficile pour un particulier, et certainement impossible pour un État dont tous les actes sont obstinément surveillés par les puissances rivales.",B2
"Donc, après enquêtes faites en Angleterre, en France, en Russie, en Prusse, en Espagne, en Italie, en Amérique, voire même en Turquie, l’hypothèse d’un Monitor sous-marin fut définitivement rejetée.",B2
"Le monstre revint donc à flot, en dépit des incessantes plaisanteries dont le lardait la petite presse, et, dans cette voie, les imaginations se laissèrent bientôt aller aux plus absurdes rêveries d’une ichtyologie fantastique.",B2
"À mon arrivée à New-York, plusieurs personnes m’avaient fait l’honneur de me consulter sur le phénomène en question.",B2
"J’avais publié en France un ouvrage in-quarto en deux volumes, intitulé les Mystères des grands fonds sous-marins.",B2
"Ce livre, particulièrement goûté du monde savant, faisait de moi un spécialiste dans cette partie assez obscure de l’histoire naturelle.",B2
Mon avis me fut demandé.,B2
"Tant que je pus nier la réalité du fait, je me renfermai dans une absolue négation.",B2
"Mais bientôt, collé au mur, je dus m’expliquer catégoriquement.",B2
"Et même « l’honorable Pierre Aronnax, professeur au Muséum de Paris », fut mis en demeure par le New-York Herald de formuler une opinion quelconque.",B2
Je parlai faute de pouvoir me taire.,B2
"Je discutai la question sous toutes ses faces, politiquement et scientifiquement, et je donne ici la conclusion d’un article très nourri que je publiai dans le numéro du 30 avril : « Ainsi donc, disais-je, après avoir examiné une à une les diverses hypothèses, toute autre supposition étant rejetée, il faut nécessairement admettre l’existence d’un animal marin d’une puissance excessive.",B2
« Les grandes profondeurs de l’Océan nous sont totalement inconnues.,B2
La sonde n’a su les atteindre.,B2
Que se passe-t-il dans ces abîmes reculés ?,B2
Quels êtres habitent et peuvent habiter à douze ou quinze milles au-dessous de la surface des eaux ?,B2
Quel est l’organisme de ces animaux ?,B2
On saurait à peine le conjecturer.,B2
"« Cependant, la solution du problème qui m’est soumis peut affecter la forme du dilemme.",B2
"« Ou nous connaissons toutes les variétés d’êtres qui peuplent notre planète, ou nous ne les connaissons pas.",B2
"« Si nous ne les connaissons pas toutes, si la nature a encore des secrets pour nous en ichtyologie, rien de plus acceptable que d’admettre",B2
"10 l’existence de poissons ou de cétacés, d’espèces ou même de genres nouveaux, d’une organisation essentiellement « fondrière », qui habitent les couches inaccessibles à la sonde, et qu’un évènement quelconque, une fantaisie, un caprice, si l’on veut, ramène à de longs intervalles vers le niveau supérieur de l’Océan.",B2
"« Si, au contraire, nous connaissons toutes les espèces vivantes, il faut nécessairement chercher l’animal en question parmi les êtres marins déjà catalogués, et, dans ce cas, je serais disposé à admettre l’existence d’un Narval géant.",B2
« Le narval vulgaire ou licorne de mer atteint souvent une longueur de soixante pieds.,B2
"Quintuplez, décuplez même cette dimension, donnez à ce cétacé une force proportionnelle à sa taille, accroissez ses armes offensives, et vous obtenez l’animal voulu.",B2
"Il aura les proportions déterminées par les officiers du Shannon, l’instrument exigé par la perforation du Scotia, et la puissance nécessaire pour entamer la coque d’un steamer.",B2
"« En effet, le narval est armé d’une sorte d’épée d’ivoire, d’une hallebarde, suivant l’expression de certains naturalistes.",B2
C’est une dent principale qui a la dureté de l’acier.,B2
"On a trouvé quelques-unes de ces dents implantées dans le corps des baleines, que le narval attaque toujours avec succès.",B2
"D’autres ont été arrachées non sans peine, de carènes de vaisseaux qu’elles avaient percées d’outre en outre, comme un foret perce un tonneau.",B2
"Le musée de la Faculté de médecine de Paris possède une de ces défenses longue de deux mètres vingt-cinq centimètres, et large de quarante-huit centimètres à sa base !",B2
"« Eh bien, supposez l’arme dix fois plus forte, et l’animal dix fois plus puissant, lancez-le avec une vitesse de vingt milles à l’heure, multipliez sa masse par le carré de sa vitesse, et vous obtenez un choc capable de produire la catastrophe demandée.",B2
"« Donc, jusqu’à plus amples informations, j’opinerais pour une licorne de mer, de dimensions colossales, armée, non d’une hallebarde, mais d’un véritable éperon, comme les frégates cuirassées ou les « rams » de guerre, dont elle aurait à la fois la masse et la puissance motrice.",B2
"« Ainsi s’expliquerait ce phénomène inexplicable,  à moins qu’il n’y ait rien, en dépit de ce qu’on a entrevu, vu, senti et ressenti, ce qui est encore possible !",B2
"» Ces derniers mots étaient une lâcheté de ma part ; mais je voulais jusqu’à un certain point couvrir ma dignité de professeur, et ne pas trop prêter à rire aux Américains, qui rient bien, quand ils rient.",B2
Je me réservais une échappatoire.,B2
"Au fond, j’admettais l’existence du « monstre ».",B2
"Mon article fut chaudement discuté, ce qui lui valut un grand retentissement.",B2
Il rallia un certain nombre de partisans.,B2
La solution qu’il,B2
"11 proposait, d’ailleurs, laissait libre carrière à l’imagination.",B2
L’esprit humain se plaît à ces conceptions grandioses d’êtres surnaturels.,B2
"Or la mer est précisément leur meilleur véhicule, le seul milieu où ces géants, près desquels les animaux terrestres, éléphants ou rhinocéros, ne sont que des nains, puissent se produire et se développer.",B2
"Les masses liquides transportent les plus grandes espèces connues de mammifères, et peut-être recèlent- elles des mollusques d’une incomparable taille, des crustacés effrayants à contempler, tels que seraient des homards de cent mètres ou des crabes pesant deux-cents tonnes !",B2
Pourquoi non ?,B2
"Autrefois, les animaux terrestres, contemporains des époques géologiques, les quadrupèdes, les quadrumanes, les reptiles, les oiseaux, étaient construits sur des gabarits gigantesques.",B2
Le Créateur les avait jetés dans un moule colossal que le temps a réduit peu à peu.,B2
"Pourquoi la mer, dans ses profondeurs ignorées, n’aurait-elle pas gardé ces vastes échantillons de la vie d’un autre âge, elle qui ne se modifie jamais, alors que le noyau terrestre change presque incessamment ?",B2
"Pourquoi ne cacherait-elle pas dans son sein les dernières variétés de ces espèces titanesques, dont les années sont des siècles, et les siècles des millénaires ?",B2
Mais je me laisse entraîner à des rêveries qu’il ne m’appartient plus d’entretenir.,B2
Trêve à ces chimères que le temps a changées pour moi en réalités terribles.,B2
"Je le répète, l’opinion se fit alors sur la nature du phénomène, et le public admit sans conteste l’existence d’un être prodigieux, qui n’avait rien de commun avec les fabuleux serpents de mer.",B2
"Mais si les uns ne virent là qu’un problème purement scientifique à résoudre, les autres, plus positifs, surtout en Amérique et en Angleterre, furent d’avis de purger l’Océan de ce redoutable monstre, afin de rassurer les communications transocéaniennes.",B2
Les journaux industriels et commerciaux traitèrent la question principalement à ce point de vue.,B2
"La Shipping and Mercantile Gazette, le Lloyd, le Paquebot, la Revue maritime et coloniale, toutes les feuilles dévouées aux Compagnies d’assurances qui menaçaient d’élever le taux de leurs primes, furent unanimes sur ce point.",B2
"L’opinion publique s’étant prononcée, les États de l’Union se déclarèrent les premiers.",B2
On fit à New-York les préparatifs d’une expédition destinée à poursuivre le narval.,B2
"Une frégate à éperon, de grande marche, l’Abraham- Lincoln, se mit en mesure de prendre la mer au plus tôt.",B2
"Les arsenaux furent ouverts au commandant Farragut, qui pressa activement l’armement de sa frégate.",B2
"Précisément, et ainsi que cela arrive toujours, du moment que l’on se fut décidé à poursuivre le monstre, le monstre ne reparut plus.",B2
"Pendant deux mois, personne n’en entendit parler.",B2
Aucun navire ne le rencontra.,B2
Il semblait que cette licorne eût connaissance des complots qui se tramaient contre,B2
"On en avait tant causé, et même par le câble transatlantique !",B2
Aussi les plaisants prétendaient-ils que cette fine mouche avait arrêté au passage quelque télégramme dont elle faisait maintenant son profit.,B2
"Donc, la frégate armée pour une campagne lointaine et pourvue de formidables engins de pêche, on ne savait plus où la diriger.",B2
"Et l’impatience allait croissant, quand, le 2 juillet, on apprit que le Tampico, steamer de la ligne de San-Francisco de Californie à Shangaï, avait revu l’animal, trois semaines auparavant, dans les mers septentrionales du Pacifique.",B2
L’émotion causée par cette nouvelle fut extrême.,B2
"On n’accorda pas vingt-quatre heures de répit, au commandant Farragut.",B2
Ses vivres étaient embarqués.,B2
Ses soutes regorgeaient de charbon.,B2
Pas un homme ne manquait à son rôle d’équipage.,B2
"Il n’avait qu’à allumer ses fourneaux, à chauffer, à démarrer.",B2
On ne lui eût pas pardonné une demi-journée de retard.,B2
"D’ailleurs, le commandant Farragut ne demandait qu’à partir.",B2
"Trois heures avant que l’Abraham-Lincoln ne quittât le pier de Brooklyn, je reçus une lettre libellée en ces termes : « Monsieur Aronnax,  professeur au Muséum de Paris, « Fifth Avenue hotel.",B2
"Monsieur, Si vous voulez vous joindre à l’expédition de l’Abraham-Lincoln, le gouvernement de l’Union verra avec plaisir que la France soit représentée par vous dans cette entreprise.",B2
Le commandant Farragut tient une cabine à votre disposition.,B2
"Très cordialement votre    J.-B.Hobson,    Secrétaire de la marine.",B2
13 III Comme il plaira à Monsieur Trois secondes avant l’arrivée de la lettre de J.-B.,B2
"Hobson, je ne songeais pas plus à poursuivre la licorne qu’à tenter le passage du Nord-Ouest.",B2
"Trois secondes après avoir lu la lettre de l’honorable secrétaire de la marine, je comprenais enfin que ma véritable vocation, l’unique but de ma vie, était de chasser ce monstre inquiétant et d’en purger le monde.",B2
"Cependant, je revenais d’un pénible voyage, fatigué, avide de repos.",B2
"Je n’aspirais plus qu’à revoir mon pays, mes amis, mon petit logement du Jardin des Plantes, mes chères et précieuses collections !",B2
Mais rien ne put me retenir.,B2
"J’oubliai tout, fatigues, amis, collections, et j’acceptai sans plus de réflexions l’offre du gouvernement américain.",B2
"« D’ailleurs, pensai-je, tout chemin ramène en Europe, et la licorne sera assez aimable pour m’entraîner vers les côtes de France.",B2
"Ce digne animal se laissera prendre dans les mers d’Europe,  pour mon agrément personnel,  et je ne veux pas rapporter moins d’un demi-mètre de sa hallebarde d’ivoire au Muséum d’histoire naturelle.",B2
"» Mais, en attendant, il me fallait chercher ce narval dans le nord de l’océan Pacifique ; ce qui, pour revenir en France, était prendre le chemin des antipodes.",B2
« Conseil !,B2
» criai-je d’une voix impatiente.,B2
Conseil était mon domestique.,B2
"Un garçon dévoué qui m’accompagnait dans tous mes voyages ; un brave Flamand que j’aimais et qui me le rendait bien ; un être flegmatique par nature, régulier par principe, zélé par habitude, s’étonnant peu des surprises de la vie, très adroit de ses mains, apte à tout service, et, en dépit de son nom, ne donnant jamais de conseils,  même quand on ne lui en demandait pas.",B2
"À se frotter aux savants de notre petit monde du Jardin des Plantes, Conseil en était venu à savoir quelque chose.",B2
"J’avais en lui un spécialiste très ferré sur les classifications d’histoire naturelle, parcourant avec une agilité d’acrobate toute l’échelle des embranchements, des groupes, des classes, des sous-classes, des ordres, des familles, des genres, des sous-genres, des espèces et des variétés.",B2
Mais sa science s’arrêtait là.,B2
"Classer, c’était sa vie, et il n’en savait pas davantage.",B2
"Très versé dans la théorie de la classification, peu dans la pratique, il n’eût pas distingué, je crois, un cachalot d’une baleine !",B2
"Et cependant, quel brave et digne garçon !",B2
"14 Conseil, jusqu’ici et depuis dix ans, m’avait suivi partout où m’entraînait la science.",B2
Jamais une réflexion de lui sur la longueur ou la fatigue d’un voyage.,B2
"Nulle objection à boucler sa valise pour un pays quelconque, Chine ou Congo, si éloigné qu’il fût.",B2
"Il allait là comme ici, sans en demander davantage.",B2
"D’ailleurs, d’une belle santé qui défiait toutes les maladies ; des muscles solides, mais pas de nerfs, pas l’apparence de nerfs,  au moral, s’entend.",B2
"Ce garçon avait trente ans, et son âge était à celui de son maître comme quinze est à vingt.",B2
Qu’on m’excuse de dire ainsi que j’avais quarante ans.,B2
"Seulement, Conseil avait un défaut.",B2
"Formaliste enragé, il ne me parlait jamais qu’à la troisième personne,  au point d’en être agaçant.",B2
« Conseil !,B2
"» répétai-je, tout en commençant d’une main fébrile mes préparatifs de départ.",B2
"Certainement, j’étais sûr de ce garçon si dévoué.",B2
"D’ordinaire, je ne lui demandais jamais s’il lui convenait ou non de me suivre dans mes voyages ; mais, cette fois, il s’agissait d’une expédition qui pouvait indéfiniment se prolonger, d’une entreprise hasardeuse, à la poursuite d’un animal capable de couler une frégate comme une coque de noix.",B2
"Il y avait là matière à réflexion, même pour l’homme le plus impassible du monde.",B2
Qu’allait dire Conseil ?,B2
« Conseil !,B2
» criai-je une troisième fois.,B2
« Monsieur m’appelle ?,B2
dit-il en entrant.,B2
" Oui, mon garçon.",B2
Nous partons dans deux heures.,B2
" Comme il plaira à monsieur, répondit tranquillement Conseil.",B2
 Pas un instant à perdre.,B2
"Serre dans ma malle tous mes ustensiles de voyage, des habits, des chemises, des chaussettes, sans compter, mais le plus que tu pourras, et hâte-toi !",B2
 Et les collections de monsieur ?,B2
fit observer Conseil.,B2
 On s’en occupera plus tard.,B2
"les archiotherium, les hyracotherium, les oréodons, les chéropotamus et autres carcasses de monsieur ?",B2
 On les gardera à l’hôtel.,B2
 Et le babiroussa de monsieur ?,B2
 On le nourrira pendant notre absence.,B2
