sentence,difficulty
"Ainsi qu’on va le voir, il avait marché vite en même temps qu’il marchait droit.",C1
Il était capitaine au long cours à un âge où la plupart de ses collègues ne sont encore que seconds ou lieutenants à bord des navires de commerce.,C1
"Si ses aptitudes justifiaient cette précocité, son avancement s’expliquait aussi par certaines circonstances qui avaient à bon droit attiré l’attention sur lui.",C1
"En effet, John Branican était populaire à San-Diégo ainsi que dans les divers ports du littoral californien.",C1
"Ses actes de dévouement l’avaient signalé d’une façon éclatante non seulement aux marins, mais aux négociants et armateurs de l’Union.",C1
"Quelques années auparavant, une goélette péruvienne, la Sonora, ayant fait côte à l’entrée de Coronado-Beach, l’équipage était perdu, si l’on ne parvenait pas à établir une communication entre le bâtiment et la terre.",C1
"Mais porter une amarre à travers les brisants, c’était risquer cent fois sa vie.",C1
John Branican n’hésita pas.,C1
"Il se jeta au milieu des lames qui déferlaient avec une extrême violence, fut roulé sur les récifs, puis ramené à la grève battue par un terrible ressac.",C1
"Devant les dangers qu’il voulait affronter encore, sans se soucier de sa vie, on essaya de le retenir.",C1
"Il résista, il se précipita vers la goélette, il parvint à l’atteindre, et, grâce à lui, les hommes de la Sonora furent sauvés.",C1
"Un an plus tard, pendant une tempête qui se déchaîna à cinq cents milles au large dans l’ouest du Pacifique, John Branican eut à nouveau l’occasion de montrer tout ce qu’on pouvait attendre de lui.",C1
"Il était lieutenant à bord du Washington, dont le capitaine venait d’être emporté par un coup de mer, en même temps que la moitié de l’équipage.",C1
"Resté à bord du navire désemparé avec une demi-douzaine de matelots, blessés",C1
"8 pour la plupart, il prit le commandement du Washington qui ne gouvernait plus, parvint à s’en rendre maître, à lui réinstaller des mâts de fortune, et à le ramener au port de San-Diégo.",C1
"Cette coque à peine manœuvrable, qui renfermait une cargaison valant plus de cinq cent mille dollars, appartenait précisément à la maison Andrew.",C1
"Quel accueil reçut le jeune marin, lorsque le navire eut mouillé au port de San-Diégo !",C1
"Puisque les évènements de mer l’avaient fait capitaine, il n’y eut qu’une voix parmi toute la population pour lui confirmer ce grade.",C1
"La maison Andrew lui offrit le commandement du Franklin, qu’elle venait de faire construire.",C1
"Le lieutenant accepta, car il se sentait capable de commander, et n’eut qu’à choisir pour recruter son équipage, tant on avait confiance en lui.",C1
Voilà dans quelles conditions le Franklin allait faire son premier voyage sous les ordres de John Branican.,C1
Ce départ était un évènement pour la ville.,C1
La maison Andrew était réputée à juste titre l’une des plus honorables de San-Diégo.,C1
"Notoirement qualifiée quant à la sûreté de ses relations et la solidité de son crédit, c’était M. William Andrew qui la dirigeait d’une main habile.",C1
"On faisait plus que l’estimer, ce digne armateur, on l’aimait.",C1
Sa conduite envers John Branican fut applaudie unanimement.,C1
"Il n’y a donc pas lieu de s’étonner si, pendant cette matinée du 15 mars, un nombreux concours de spectateurs  autant dire la foule des amis connus ou inconnus du jeune capitaine,  se pressait sur les quais du Pacific-Coast-Steam-ship, afin de le saluer d’un dernier hurra à son passage.",C1
"L’équipage du Franklin se composait de douze hommes, y compris le maître, tous bons marins attachés au port de San-Diégo, ayant fait leurs preuves, heureux de servir sous les ordres de John Branican.",C1
"Le second du navire était un excellent officier, nommé Harry Felton.",C1
"Bien qu’il fût de cinq à six ans plus âgé que son capitaine, il ne se froissait pas d’avoir à servir, sous lui, ni ne jalousait une situation qui en faisait son supérieur.",C1
"Dans sa pensée, John Branican méritait cette situation.",C1
Tous deux avaient déjà navigué ensemble,C1
9 et s’appréciaient mutuellement.,C1
"D’ailleurs, ce que faisait M. William Andrew était bien fait.",C1
Harry Felton et ses hommes lui étaient dévoués corps et âme.,C1
La plupart avaient déjà embarqué sur quelques-uns de ses navires.,C1
"C’était comme une famille d’officiers et de matelots,  famille nombreuse, affectionnée à ses chefs, qui constituait son personnel maritime et ne cessait de s’accroître avec la prospérité de la maison.",C1
"Dès lors c’était sans nulle appréhension, on peut mieux dire avec ardeur, que l’équipage du Franklin allait commencer cette campagne nouvelle.",C1
"Pères, mères, parents étaient là pour lui dire adieu, mais comme on le dit aux gens qu’on ne doit pas tarder à revoir : « Bonjour et à bientôt, n’est-ce pas ?",C1
"» Il s’agissait, en effet, d’un voyage de six mois, une simple traversée, pendant la belle saison, entre la Californie et l’Inde, un aller et retour de San-Diégo à Calcutta, et non d’une de ces expéditions de commerce ou de découvertes, qui entraînent un navire pour de longues années sur les mers les plus dangereuses des deux hémisphères.",C1
"Ces marins en avaient vu bien d’autres, et leurs familles avaient assisté à de plus inquiétants départs.",C1
Cependant les préparatifs de l’appareillage touchaient à leur fin.,C1
"Le Franklin, mouillé sur une ancre au milieu du port, s’était déjà dégagé des autres bâtiments, dont le nombre atteste l’importance de la navigation à San-Diégo.",C1
"De la place qu’il occupait, le trois-mâts n’aurait pas besoin de s’aider d’un « tug », d’un remorqueur, pour sortir des passes.",C1
"Dès que son ancre serait à pic, il lui suffirait d’éventer ses voiles, et une jolie brise le pousserait rapidement hors de la baie, sans qu’il eût à changer ses amures.",C1
"Le capitaine John Branican n’eût pu souhaiter un temps plus propice, un vent plus maniable, à la surface de cette mer, qui étincelait au large des Îles Coronado, sous les rayons du soleil.",C1
En ce moment  dix heures du matin  tout l’équipage se trouvait à bord.,C1
"Aucun des matelots ne devait revenir à terre, et l’on peut dire que le voyage était commencé pour eux.",C1
"Quelques canots du port, accostés à l’échelle de tribord, attendaient les personnes qui avaient voulu embrasser une dernière fois leurs parents et amis.",C1
"Ces embarcations les ramèneraient à quai, dès",C1
10 que le Franklin hisserait ses focs.,C1
"Bien que les marées soient faibles dans le bassin du Pacifique, mieux valait partir avec le jusant, qui ne tarderait pas à s’établir.",C1
"Parmi les visiteurs, il convient de citer plus particulièrement le chef de la maison de commerce, M. William Andrew, et Mrs. Branican, suivie de la nourrice qui portait le petit Wat.",C1
"Ils étaient accompagnés de M. Len Burker et de sa femme, Jane Burker, cousine germaine de Dolly.",C1
"Le second, Harry Felton, n’ayant pas de famille, n’avait à recevoir les adieux de personne.",C1
"Les bons souhaits de M. William Andrew ne lui feraient point défaut, et il n’en demandait pas davantage, si ce n’est que la femme du capitaine John voulût bien y joindre les siens  ce dont il était assuré d’avance.",C1
"Harry Felton se tenait alors sur le gaillard d’avant, où une demi-douzaine d’hommes commençaient à virer l’ancre au cabestan.",C1
On entendait les linguets qui battaient avec un bruit métallique.,C1
"Déjà le Franklin se halait peu à peu, et sa chaîne grinçait à travers les écubiers.",C1
"Le guidon, aux initiales de la maison Andrew, flottait à la pomme du grand mât, tandis que le pavillon américain, tendu par la brise à la corne de brigantine, développait son étamine rayée et le semis des étoiles fédérales.",C1
"Les voiles déferlées étaient prêtes à être hissées, dès que le bâtiment aurait pris un peu d’erre sous la poussée de ses trinquettes et de ses focs.",C1
"Sur le devant du rouffle, sans rien perdre des détails de l’appareillage, John Branican recevait les dernières recommandations de M. William Andrew, relatives au connaissement, autrement dit la déclaration qui contenait l’état des marchandises constituant la cargaison du Franklin.",C1
"Puis, l’armateur le remit au jeune capitaine, en ajoutant : « Si les circonstances vous obligent à modifier votre itinéraire, John, agissez pour le mieux de nos intérêts, et envoyez des nouvelles du premier point où vous atterrirez.",C1
"Peut- être le Franklin fera-t-il relâche dans l’une des Philippines, car votre intention, sans doute, n’est point de passer par le détroit de Torrès ?",C1
"11  Non, monsieur Andrew, répondit le capitaine John, et je ne compte point aventurer le Franklin dans ces dangereuses mers du nord de l’Australie.",C1
"Mon itinéraire doit être les Hawaï, les Mariannes, Mindanao des Philippines, les Célèbes, le détroit de Mahkassar, afin de gagner Singapore par la mer de Java.",C1
"Pour se rendre de ce point à Calcutta, la route est tout indiquée.",C1
Je ne crois donc pas que cet itinéraire puisse être modifié par les vents que je trouverai dans l’ouest du Pacifique.,C1
"Si pourtant vous aviez à me télégraphier quelque ordre important, veuillez l’envoyer, soit à Mindanao, où je relâcherai peut-être, soit à Singapore, où je relâcherai certainement.",C1
" C’est entendu, John.",C1
"De votre côté, avisez-moi le plus tôt possible du cours des marchandises à Calcutta.",C1
Il est possible que ces cours m’obligent à changer mes intentions touchant le chargement du Franklin au retour.,C1
" Je n’y manquerai pas, monsieur Andrew, » répondit John Branican.",C1
"En ce moment, Harry Felton s’approchant dit : « Nous sommes à pic, capitaine.",C1
 Et le jusant ?…  Il commence à se faire sentir.,C1
"» Puis, s’adressant à William Andrew, le capitaine John, plein de reconnaissance, répéta : « Encore une fois, monsieur Andrew, je vous remercie de m’avoir donné le commandement du Franklin.",C1
"J’espère que je saurai justifier votre confiance…  Je n’en doute aucunement, John, répondit William Andrew, et je ne pouvais remettre en de meilleures mains les affaires de ma maison !",C1
L’armateur serra fortement la main du jeune capitaine et se dirigea vers l’arrière du rouffle.,C1
"Mrs. Branican, suivie de la nourrice et du bébé, venait de rejoindre son mari avec M. et Mrs. Burker.",C1
L’instant de la,C1
12 séparation était imminent.,C1
Le capitaine John Branican n’avait plus qu’à recevoir les adieux de sa femme et de sa famille.,C1
"On le sait, Dolly n’en était encore qu’à la deuxième année de son mariage, et son petit enfant avait à peine neuf mois.",C1
"Bien que cette séparation lui causât un profond chagrin, elle n’en voulait rien laisser voir, et contenait les battements de son cœur.",C1
"Sa cousine Jane, nature faible, sans énergie, ne pouvait, elle, cacher son émotion.",C1
"Elle aimait beaucoup Dolly, près de qui elle avait souvent trouvé quelque adoucissement au chagrin que lui causait le caractère impérieux et violent de son mari.",C1
"Mais, si Dolly dissimulait ses inquiétudes, Jane n’ignorait pas qu’elle les éprouvait dans toute leur réalité.",C1
"Sans doute, le capitaine John devait être de retour à six mois de là ; mais, enfin, c’était une séparation  la première depuis leur mariage  et, si elle était assez forte pour retenir ses larmes, on peut dire que Jane pleurait pour elle.",C1
"Quant à Len Burker, lui, cet homme dont jamais une émotion tendre n’avait adouci le regard, les yeux secs, les mains dans les poches, distrait de cette scène par on ne sait quelles pensées, il allait et venait.",C1
"Évidemment, il n’était point en communauté d’idées avec les visiteurs que des sentiments d’affection avaient amenés sur ce navire en partance.",C1
"Le capitaine John prit les deux mains de sa femme, l’attira près de lui et d’une voix attendrie : « Chère Dolly, dit-il, je vais partir… Mon absence ne sera pas longue… Dans quelques mois, tu me reverras… Je te retrouverai, ma Dolly… Sois sans crainte !… Sur mon navire, avec mon équipage, qu’aurions-nous à redouter des dangers de la mer ?… Sois forte comme doit l’être la femme d’un marin… Quand je reviendrai, notre petit Wat aura quinze mois… Ce sera déjà un grand garçon… Il parlera, et le premier mot que j’entendrai à mon retour…  Ce sera ton nom, John !… répondit Dolly.",C1
"Ton nom sera le premier mot que je lui apprendrai !… Nous causerons de toi tous les deux et toujours !… Mon John, écris-moi à chaque occasion !… Avec quelle impatience j’attendrai tes lettres !… Et dis-moi tout ce que tu auras fait, tout ce que tu comptes faire… Que je sente mon souvenir mêlé à toutes tes pensées…",C1
"13  Oui, chère Dolly, je t’écrirai… Je te tiendrai au courant du voyage… Mes lettres, ce sera comme le journal du bord avec mes tendresses en plus !",C1
"John, je suis jalouse de cette mer qui t’emporte si loin !",C1
"… Combien j’envie ceux qui s’aiment et que rien ne sépare dans la vie !… Mais non… J’ai tort de songer à cela…  Chère femme, je t’en prie, dis-toi que c’est pour notre enfant que je pars… pour toi aussi… pour vous assurer à tous les deux l’aisance et le bonheur !… Si nos espérances de fortune viennent à se réaliser un jour, nous ne nous quitterons plus !",C1
"» En ce moment, Len Burker et Jane s’approchèrent.",C1
"Le capitaine John se retourna vers eux : « Mon cher Len, dit-il, je vous laisse ma femme, je vous laisse mon fils !… Je vous les confie comme aux seuls parents qui leur restent à San-Diégo !",C1
" Comptez sur nous, John, répondit Len Burker, en essayant d’adoucir la rudesse de sa voix.",C1
"Jane et moi, nous sommes là… Les soins ne manqueront pas à Dolly…  Ni les consolations, ajouta Mrs. Burker.",C1
"Tu sais combien je t’aime, ma chère Dolly !… Je te verrai souvent… Chaque jour, je viendrai passer quelques heures près de toi… Nous parlerons de John…  Oui, Jane, répondit Mrs. Branican, et je ne cesserai de penser à lui !",C1
"» Harry  Felton  vint  de  nouveau  interrompre  cette conversation : « Capitaine, dit-il, il serait temps…  Bien, Harry, répondit John Branican.",C1
Faites hisser le grand foc et la brigantine.,C1
"» Le second s’éloigna afin de procéder à l’exécution de ces ordres, qui annonçaient un départ immédiat.",C1
"« Monsieur Andrew, dit le jeune capitaine en s’adressant à l’armateur, le canot va vous reconduire au quai avec ma femme et ses parents… Quand vous voudrez…  À l’instant, John, répondit M. William Andrew, et encore une fois, bon voyage !",C1
"14  Oui !… bon voyage !… répétèrent les autres visiteurs, qui commencèrent à descendre dans les embarcations, accostées à tribord du Franklin.",C1
" Adieu, Len !… Adieu, Jane !",C1
dit John en leur serrant la main à tous les deux.,C1
 Adieu !… Adieu !… répondit Mrs. Burker.,C1
" Et toi, ma Dolly, pars !… Il le faut !… ajouta John.",C1
Le Franklin va prendre le vent.,C1
"» Et, en effet, la brigantine et le foc imprimaient un peu de roulis au navire, tandis que les matelots chantaient : En voilà une, La jolie une !",C1
"Une s’en va, ça ira, Deux revient, ça va bien !",C1
"En voici deux, La jolie deux !",C1
"Deux s’en va, ça ira, Trois revient, ça va bien… Et ainsi de suite.",C1
"Pendant ce temps, le capitaine John avait conduit sa femme à la coupée, et, au moment où elle allait mettre le pied sur l’échelle, se sentant aussi incapable de lui parler qu’elle était elle-même de lui répondre, il ne put que la presser étroitement dans ses bras.",C1
"Et, alors, le bébé, que Dolly venait de reprendre à sa nourrice, tendit ses bras vers son père, agita ses petites mains en souriant, et ce mot s’échappa de ses lèvres : « Pa… pa !… Pa… pa !…  Mon John, s’écria Dolly, tu auras donc entendu son premier mot avant de te séparer de lui !",C1
"» Si énergique que fût le jeune capitaine, il ne put retenir une larme que ses yeux laissèrent couler sur la joue du petit Wat.",C1
"« Dolly !… murmura-t-il, adieu !… adieu !… » Puis : « Dérapez !",C1
» cria-t-il d’une voix forte pour mettre fin à cette pénible scène.,C1
"15 Un instant après, le canot débordait et se dirigeait vers le quai, où ses passagers débarquèrent aussitôt.",C1
Le capitaine John était tout entier aux mouvements de l’appareillage.,C1
L’ancre commençait à remonter vers l’écubier.,C1
"Le Franklin, dégagé de sa dernière entrave, recevait déjà la brise dans ses voiles, dont les plis battaient violemment.",C1
"Le grand foc venait d’arriver à bloc, et la brigantine fit légèrement lofer le navire, dès qu’elle eut été bordée sur son gui.",C1
Cette manœuvre devait permettre au Franklin de prendre un peu de tour afin d’éviter quelques bâtiments mouillés à l’entrée de la baie.,C1
"À un nouveau commandement du capitaine Branican, la grande voile et la misaine furent hissées avec un ensemble qui faisait honneur aux bras de l’équipage.",C1
"Puis, le Franklin, arrivant d’un quart sur bâbord, prit l’allure du largue, de manière à sortir sans changer ses amures.",C1
"De la partie du quai occupée par de nombreux spectateurs, on pouvait admirer ces différentes manœuvres.",C1
"Rien de plus gracieux que ce bâtiment de forme si élégante, lorsque le vent l’inclinait sous ses volées capricieuses.",C1
"Pendant son évolution, il dut se rapprocher de l’extrémité du quai, où se trouvaient M. William Andrew, Dolly, Len et Jane Burker, à moins d’une demi-encablure.",C1
"Il en résulta donc, qu’en laissant arriver, le jeune capitaine put encore apercevoir sa femme, ses parents, ses amis, et leur jeter un dernier adieu.",C1
"Tous répondirent à sa voix, qui s’entendit clairement, à sa main qui se tendait vers ses amis.",C1
« Adieu !… Adieu !,C1
"» cria la foule des spectateurs, tandis que les mouchoirs s’agitaient par centaines.",C1
"C’est qu’il était aimé de tous, le capitaine John Branican !",C1
N’était-ce pas celui de ses enfants dont la ville était le plus fière ?,C1
"tous seraient là, à son retour, lorsqu’il apparaîtrait au large de la baie.",C1
"Le Franklin, qui se trouvait déjà en face du goulet, dut lofer afin d’éviter un long courrier, qui donnait en ce moment dans",C1
16 les passes.,C1
Les deux navires se saluèrent de leurs pavillons aux couleurs des États-Unis d’Amérique.,C1
"Sur le quai, Mrs. Branican, immobile, regardait le Franklin s’effacer peu à peu sous une fraîche brise de nord-est.",C1
"Elle voulait le suivre du regard, tant que sa mâture serait visible au- dessus de la pointe Island.",C1
"Mais le Franklin ne tarda pas à contourner les Îles Coronado, situées en dehors de la baie.",C1
"Un instant, il montra à travers une échancrure de la falaise le guidon qui flottait en tête du grand mât… Puis il disparut.",C1
"« Adieu, mon John… adieu !… » murmura Dolly.",C1
Pourquoi un inexplicable pressentiment l’empêcha-t-il d’ajouter : « Au revoir !,C1
"» II Situation de famille Il convient de marquer d’un trait plus précis Mrs. Branican, que les éventualités de cette histoire sont appelées à mettre en pleine lumière.",C1
"À cette époque, Dolly avait vingt et un ans.",C1
Elle était d’origine américaine.,C1
"Mais, sans remonter trop haut l’échelle de ses ancêtres, on eût rencontré la génération qui la reliait à la race espagnole ou plutôt mexicaine, de laquelle sortent les principales familles de ce pays.",C1
"Sa mère, en effet, était née à San-Diégo, et San-Diégo était déjà fondée à l’époque où la basse Californie appartenait encore au Mexique.",C1
"La vaste baie, découverte il y a environ trois siècles et demi par le navigateur espagnol Juan Rodriguez Cabrillo d’abord nommée San-Miguel, prit son nouveau nom en 1602.",C1
"Puis, en 1846, cette province changea le pavillon aux trois couleurs pour les barres et les étoiles de la Confédération, et c’est à titre définitif qu’elle compte depuis cette époque parmi les États-Unis d’Amérique.",C1
"Une taille moyenne, une figure animée du feu de deux grands yeux profonds et noirs, un teint chaud, une chevelure abondante d’un brun très foncé, la main et le pied un peu plus forts",C1
"17 qu’on ne les observe habituellement dans le type espagnol, une démarche assurée mais gracieuse, une physionomie qui dénotait l’énergie du caractère et aussi la bonté de l’âme, telle était Mrs. Branican.",C1
"Il est de ces femmes qu’on ne saurait voir d’un regard indifférent, et, avant son mariage, Dolly passait, à juste titre, pour l’une des jeunes filles de San-Diégo,  où la beauté n’est point rare,  qui méritait le plus d’attirer l’attention.",C1
"On la sentait sérieuse, réfléchie, d’un grand sens, d’un esprit éclairé, qualités morales que très certainement le mariage ne pourrait que développer en elle.",C1
"en n’importe quelles circonstances, si graves qu’elles pussent être, Dolly, devenue Mrs. Branican, saurait faire son devoir.",C1
"Ayant regardé franchement l’existence, et non à travers un prisme trompeur, elle possédait une âme haute, une volonté forte.",C1
L’amour que lui inspirait son mari la rendrait plus résolue à l’accomplissement de sa tâche.,C1
"Le cas échéant,  ce n’est point une phrase banale quand on l’applique à Mrs. Branican,  elle donnerait sa vie pour John, comme John donnerait sa vie pour elle, comme tous deux la donneraient pour cet enfant.",C1
"Ils adoraient ce bébé, qui venait de balbutier le mot de « papa », à l’instant où le jeune capitaine allait se séparer de sa mère et de lui.",C1
"La ressemblance du petit Wat avec son père était déjà frappante,  par les traits du moins, car il avait la chaude coloration du teint de Dolly.",C1
"Vigoureusement constitué, il n’avait rien à craindre des maladies de l’enfance.",C1
"D’ailleurs, il serait entouré de tant de soins !… Ah !",C1
"que de rêves d’avenir, l’imagination paternelle et maternelle avait déjà conçus pour ce petit être, chez qui la vie commençait à peine à s’ébaucher !",C1
"Certes, Mrs. Branican eût été la plus heureuse des femmes, si la situation de John lui avait permis d’abandonner ce métier de marin, dont le moindre des inconvénients était encore de les tenir éloignés l’un de l’autre.",C1
"Mais, au moment où le commandement du Franklin venait de lui être attribué, comment aurait-elle eu la pensée de le retenir ?",C1
"Et puis, ne fallait-il pas songer aux nécessités du ménage, pourvoir aux besoins d’une famille qui ne se résumerait peut-être pas tout entière dans cet unique enfant ?",C1
C’était à peine le nécessaire que,C1
18 la dot de Dolly assurait à sa maison.,C1
"Évidemment John Branican devait compter sur la fortune que l’oncle laisserait à sa nièce, et il eût fallu un concours d’invraisemblables circonstances pour que cette fortune lui échappât, puisque M. Edward Starter, presque sexagénaire, n’avait pas d’autre héritière que Dolly.",C1
"En effet, sa cousine Jane Burker, appartenant à la branche maternelle de la famille, n’avait aucun degré de parenté avec l’oncle de Dolly.",C1
"Dolly serait donc riche… mais dix ans, vingt ans, se passeraient peut-être avant qu’elle ne fût mise en possession de cet héritage.",C1
"De là, obligation pour John Branican de travailler en vue du présent, s’il n’avait pas lieu de s’inquiéter de l’avenir.",C1
"Aussi, était-il bien résolu à continuer de naviguer pour le compte de la maison Andrew, d’autant plus qu’un intérêt lui était accordé dans les opérations spéciales au Franklin.",C1
"Or, comme le marin se doublait en lui d’un négociant très entendu aux choses du commerce, tout donnait à penser qu’il acquerrait par son travail une certaine aisance en attendant la succession de l’oncle Starter.",C1
Un  mot  seulement  sur  cet  Américain    d’un « américanisme » absolument original.,C1
"Il était frère du père de Dolly et, par conséquent, l’oncle propre de la jeune fille, qui était devenue Mrs. Branican.",C1
"C’était ce frère, son aîné de cinq ou six ans, qui l’avait pour ainsi dire élevé, car tous deux étaient orphelins.",C1
Aussi Starter jeune avait- il toujours conservé pour lui une vive affection doublée d’une vive reconnaissance.,C1
"Les circonstances l’ayant favorisé, il avait suivi la route de la fortune, alors que Starter aîné s’égarait sur les chemins de traverse qui mènent rarement au but.",C1
"S’il avait dû s’éloigner pour tenter d’heureuses spéculations en achetant et défrichant de vastes terrains dans l’État de Tennessee, il n’en avait pas moins conservé des rapports avec son frère que ses affaires retenaient dans l’État de New-York.",C1
"Quand celui-ci devint veuf, il alla se fixer à San-Diégo, la ville natale de sa femme, où il mourut, alors que le mariage de Dolly avec John Branican était déjà décidé.",C1
"Ce mariage fut célébré après les délais de deuil, et le jeune ménage n’eut absolument pour toute fortune que le très modeste héritage laissé par Starter aîné.",C1
"19 À peu de temps de là, arriva à San-Diégo une lettre, qui était adressée à Dolly Branican par Starter jeune.",C1
C’était la première qu’il écrivait à sa nièce ; ce devait être la dernière aussi.,C1
"En substance, cette lettre disait sous une forme non moins concise que pratique : Bien que Starter jeune fût très loin d’elle, et bien qu’il ne l’eût même jamais vue, il n’oubliait pas qu’il avait une nièce, la propre fille de son frère.",C1
"S’il ne l’avait jamais vue, c’est que Starter aîné et Starter jeune ne s’étaient point rencontrés depuis que Starter aîné avait pris femme, et que Starter jeune résidait auprès de Nashville, dans la partie la plus reculée du Tennessee, tandis qu’elle résidait à San-Diégo.",C1
"Or, entre le Tennessee et la Californie, il y a quelques centaines de milles qu’il ne convenait nullement à Starter jeune de franchir.",C1
"Donc, si Starter jeune trouvait le voyage trop fatigant pour aller voir sa nièce, il trouvait non moins fatigant que sa nièce vînt le voir, et il la priait de ne point se déranger.",C1
"En réalité, ce personnage était un véritable ours,  non point un de ces grizzlys d’Amérique qui portent griffes et fourrures, mais un de ces ours humains, qui tiennent essentiellement à vivre en dehors des relations sociales.",C1
"Cela ne devait pas inquiéter Dolly, d’ailleurs.",C1
"Elle était la nièce d’un ours, soit !",C1
mais cet ours possédait un cœur d’oncle.,C1
"Il n’oubliait pas ce qu’il devait à Starter aîné, et la fille de son frère serait l’unique héritière de sa fortune.",C1
Starter jeune ajoutait que cette fortune valait déjà la peine d’être recueillie.,C1
"Elle se montait alors à cinq cent mille dollars et ne pouvait que s’accroître, car les affaires de défrichement prospéraient dans l’État de Tennessee.",C1
"Comme elle consistait en terres et en bétail, il serait facile de la réaliser ; on le ferait à un prix très avantageux, et les acquéreurs ne manqueraient pas.",C1
"Si cela était dit de cette façon positive et quelque peu brutale, qui appartient en propre aux Américains de vieille race, ce qui était dit était dit.",C1
"La fortune de Starter jeune irait tout entière à Mrs. Branican ou à ses enfants, au cas où la souche des Starter",C1
"En cas de prédécès de Mrs. Branican, sans descendants directs ou autres, cette fortune reviendrait à l’État, qui serait très heureux d’accepter les biens de Starter jeune.",C1
Deux choses encore : 1° Starter jeune était célibataire.,C1
Il resterait célibataire.,C1
"« La sottise que l’on ne fait que trop souvent entre vingt et trente ans, ce n’est pas lui qui la ferait à soixante »,  phrase textuelle de sa lettre.",C1
"Rien ne pourrait donc détourner cette fortune du cours que sa volonté formelle entendait lui imprimer, et elle irait se jeter dans le ménage Branican aussi sûrement que le Mississipi se jette dans le golfe du Mexique.",C1
"2° Starter jeune ferait tous ses efforts,  des efforts surhumains,  pour n’enrichir sa nièce que le plus tard possible.",C1
"Il tâcherait de mourir au moins centenaire, et il ne faudrait pas lui savoir mauvais gré de cette obstination à prolonger son existence jusqu’aux dernières limites du possible.",C1
"Enfin Starter jeune priait Mrs. Branican,  il lui ordonnait même,  de ne point lui répondre.",C1
"D’ailleurs, c’est à peine si des communications existaient entre les villes et la région forestière qu’il occupait dans le fond du Tennessee.",C1
