sentence,difficulty
" Et on arrive ?…  Le lendemain, à sept heures du matin.",C1
 À temps pour prendre le bateau d’Ouzoun-Ada ?…  À temps.,C1
» Et l’homme du guichet répond à mon salut par un salut d’une précision mécanique.,C1
La question de passeport n’est point pour me préoccuper ; le consul de France saura me donner les références exigées par l’administration russe.,C1
"Six heures du soir, et il est déjà neuf heures du matin !",C1
"quand certains itinéraires vous permettent d’explorer Paris en deux jours, Rome en trois jours, et Londres en quatre jours, il serait assez extraordinaire qu’il fût impossible de visiter Tiflis en une demi-journée ; et, j’entends voir « vison- visu !",C1
"» Que diable, on est reporter ou on ne l’est pas !",C1
"4 Il va sans dire que, si mon journal m’a envoyé en Russie, c’est que je parle le russe, l’anglais et l’allemand.",C1
"Exiger d’un chroniqueur la connaissance des quelques milliers d’idiomes qui servent à exprimer la pensée dans les cinq parties du monde, ce serait abusif.",C1
"D’ailleurs, avec les trois langues ci- dessus, en y joignant le français, on va loin à travers les deux continents.",C1
"Il est vrai, il y a le turc, dont je n’ai retenu que quelques locutions, et le chinois, dont je n’entends pas un traître mot.",C1
Mais je n’ai pas à craindre de rester bouche bée dans le Turkestan et le Céleste-Empire.,C1
"Les interprètes ne feront pas défaut en route, et je compte bien ne pas perdre un seul détail de mon parcours sur le Grand-Transasiatique.",C1
Je sais voir et je verrai.,C1
Pourquoi m’en cacher ?,C1
"Je suis de ceux qui pensent qu’ici-bas tout est matière à chronique, que la terre, la lune, le ciel, l’univers, ne sont faits que pour fournir des articles de journaux, et ma plume ne chômera pas en route.",C1
"Avant de visiter Tiflis, finissons-en avec la question des passeports.",C1
"Par bonheur, il ne s’agit pas d’obtenir ce « poderojnaïa », qui était indispensable autrefois à quiconque voyageait en Russie.",C1
"C’était alors le temps des courriers, des chevaux de poste, et, grâce à sa puissance, cet exeat officiel levait toutes les difficultés, assurait les plus rapides attelages des relais, les plus aimables gracieusetés des postillons, la plus grande vitesse des transports, à tel point qu’un voyageur bien recommandé pouvait franchir en huit jours et cinq heures les deux mille sept cents verstes qui séparent Tiflis de Pétersbourg.",C1
Mais que de difficultés pour se procurer ce passeport !,C1
"Un simple permis de circulation suffit aujourd’hui,  un permis attestant dans une certaine mesure que vous n’avez été ni un assassin ni même un condamné politique, que vous êtes ce qu’on appelle un honnête homme en pays civilisé.",C1
"Grâce au concours que me prêtera notre consul à Tiflis, je ne tarderai pas à être en règle avec l’administration moscovite.",C1
C’est l’affaire de deux heures et de deux roubles.,C1
"Je me consacre alors tout entier, yeux, oreilles, jambes, à l’exploration de la capitale géorgienne, sans prendre de guide  je les ai en horreur.",C1
"Il est vrai, j’aurais été capable de conduire n’importe quel étranger à travers les dédales de cette capitale si minutieusement étudiée par avance.",C1
C’est un don de nature.,C1
"Voici ce que je reconnais en allant au hasard : d’abord la « douma » qui est l’hôtel municipal, où réside le « golova » qui est le maire.",C1
"Si vous m’aviez fait l’honneur de m’accompagner, je vous aurais dirigé vers la promenade de Krasnoïa-Gora sur la rive gauche du Koura, les Champs-Élysées de l’endroit,  quelque chose comme le Tivoli de Copenhague ou la foire du boulevard de Belleville, avec ses « katchélis », délicieuses balançoires dont les ondulations savamment combinées donnent le mal de mer.",C1
"Et partout, au milieu de l’enchevêtrement des baraques foraines, les femmes, en costume",C1
"5 de fête, qui circulent à visage découvert, et par conséquent, géorgiennes ou arméniennes, appartenant à un culte chrétien.",C1
"Quant aux hommes, ce sont des Apollons du Belvédère, moins simplement vêtus, ayant l’air de princes, et je me demande s’ils ne le sont pas tous.",C1
"En effet, est-ce qu’ils ne descendent pas de ?… Mais je généalogiserai plus tard.",C1
Continuons notre visite à longues enjambées.,C1
"Une minute perdue, c’est dix lignes de reportage, et dix lignes de reportage, c’est… Cela dépend de la générosité du journal et de son conseil d’administration.",C1
Vite au grand caravansérail.,C1
Là séjournent les caravanes venues de tous les points du continent asiatique.,C1
"En voici une qui arrive, composée de marchands arméniens.",C1
"En voilà une qui part, formée des trafiquants de la Perse et du Turkestan russe.",C1
"J’aurais voulu arriver avec l’une, partir avec l’autre.",C1
"Ce n’est pas possible, et je le regrette.",C1
"Depuis l’établissement des chemins de fer transasiatiques, c’est à peine si l’on rencontre encore ces interminables et pittoresques défilés de cavaliers, de piétons, de chevaux, de chameaux, d’ânes, de chariots.",C1
je ne crains pas que mon voyage à travers l’Asie centrale pêche par défaut d’intérêt.,C1
Un reporter du XXe Siècle saura bien le rendre intéressant.,C1
"À présent voici les bazars avec les mille produits de la Perse, de la Chine, de la Turquie, de la Sibérie, de la Mongolie.",C1
"À profusion des étoffes de Téhéran, de Chiraz, de Kandahar ou de Kaboul, des tapis merveilleux de tissage et de couleurs, des soieries… qui ne valent pas les soieries de Lyon.",C1
Achèterai-je ?… Non !,C1
S’embarrasser de colis pour un parcours de la Caspienne au Céleste-Empire… jamais !,C1
"La petite valise à la main, le sac en bandoulière avec un vêtement de voyage suffiront.",C1
Du linge ?… Je m’en procurerai en route  à l’anglaise.,C1
"Arrêtons-nous devant les célèbres bains de Tiflis, dont les eaux thermales peuvent atteindre soixante degrés centigrades.",C1
"Là se pratiquent les derniers perfectionnements du massage, l’assouplissement de l’échiné, le craquage des membres.",C1
"Je me rappelle ce qu’en a dit notre grand Dumas, dont les pérégrinations n’ont jamais été vides d’incidents ; il les inventait au besoin, ce précurseur génial du reportage à toute vapeur.",C1
"Mais je n’ai pas le temps de me faire ni masser, ni craquer, ni assouplir.",C1
l’Hôtel de France.,C1
Où n’y a-t-il pas un Hôtel de France ?,C1
"J’entre, je me fais servir à déjeuner  un déjeuner géorgien, arrosé d’un certain vin de Kachélie, qui passe pour ne jamais enivrer, à moins qu’on ne le hume autant qu’on le boit, en faisant usage de ces bouteilles à larges goulots, où",C1
6 le nez plonge avant les lèvres.,C1
C’est du moins le procédé cher aux natifs de la Transcaucasie.,C1
"Quant aux Russes, généralement sobres, l’infusion de thé leur suffit, paraît-il, non sans une certaine addition de « vodka », qui est l’eau-de-vie moscovite par excellence.",C1
"Moi, Français et même Gascon, je me contente de boire mon flacon de Kachélie, comme nous buvions notre Château-Lafitte au temps regretté où le soleil en distillait encore sur les coteaux de Pauillac.",C1
"En réalité, ce vin du Caucase, quelque peu aigrelet, accompagne convenablement la poule bouillie, disons le « pilau »,  ce qui permet de lui trouver une saveur spéciale.",C1
C’est fini et réglé.,C1
Achevons de nous mêler aux soixante mille habitants que renferme actuellement la capitale géorgienne.,C1
"Perdons-nous à travers le labyrinthe de ses rues, au milieu de sa population cosmopolite.",C1
"Beaucoup de Juifs, qui ferment leurs habits de droite à gauche, comme ils écrivent,  le contraire des races aryennes.",C1
Peut-être les fils d’Israël ne sont-ils pas les maîtres en ce pays ainsi qu’ils le sont ailleurs ?,C1
"Cela tient, sans doute, à ce qu’il faut six Juifs pour tromper un Arménien, dit un proverbe local, et ils sont nombreux les Arméniens dans les provinces transcaucasiennes !",C1
"J’arrive sur une place sablée, où les chameaux, la tête allongée, les pattes de devant repliées, gisent par centaines.",C1
"Autrefois, c’était par milliers.",C1
"Mais, depuis la création du chemin de fer transcaspien, qui date de quelques années, le chiffre de ces porteurs à bosse a diminué dans une proportion très sensible.",C1
Essayez donc de faire concurrence aux fourgons de bagages ou aux wagons des trains de marchandises avec de simples bêtes de somme !,C1
"En suivant la pente des rues, je débouche sur les quais du Koura, dont le lit divise la ville en deux parties inégales.",C1
"De chaque côté s’élèvent des maisons grimpeuses ou grimpantes, qui s’étagent, s’échafaudent, se dépassent.",C1
C’est à qui regardera par-dessus le toit de ses voisines.,C1
"Aux abords de la rivière, les quartiers sont très commerçants.",C1
"Là, grand mouvement des vendeurs de vin, avec leurs outres gonflées comme des ballonnets, et des vendeurs d’eau, avec leurs récipients de peau de buffle, auxquels sont ajustés des tuyaux semblables à des trompes d’éléphants.",C1
Puis me voilà errant à l’aventure.,C1
"Errare humanum est, disent volontiers les collégiens de Bordeaux, lorsqu’ils musent sur les quais de la Gironde.",C1
"« Monsieur, me dit un bon petit Juif, en me montrant une certaine habitation qui me semble fort ordinaire, vous êtes étranger ?…  Absolument.",C1
 Alors ne passez pas devant cette maison sans vous arrêter un instant pour l’admirer…  Et qu’a-t-elle d’admirable ?…,C1
"7  C’est là qu’a demeuré le célèbre ténor Satar, qui donnait le contre-fa de poitrine… Et ce qu’on le lui payait !",C1
"» Je souhaite à ce digne patriarche de donner un contre-sol encore mieux payé, et je remonte les hauteurs sur la droite du Koura, afin d’avoir une vue d’ensemble.",C1
"Au sommet de la colline, sur une petite place, où un chanteur déclamateur récite avec force gestes des vers de Saadi, l’adorable poète persan, je m’abandonne à la contemplation de la capitale transcaucasienne.",C1
"Ce que je fais là, je me propose de le refaire à Pékin dans une quinzaine de jours.",C1
"Mais, en attendant les pagodes et les yamens du Céleste-Empire, voici ce que Tiflis offre à mes regards : des murs de citadelles, des clochetons de temples appartenant aux différents cultes, une église métropolitaine avec sa double croix, des maisons de construction russe, persane ou arménienne ; peu de toits, mais des terrasses ; peu de façades ornementées, mais des balcons à vérandas, accrochés aux étages ; puis, deux zones très tranchées, la zone basse, restée géorgienne, la zone haute, plus moderne, traversée par un long boulevard planté de beaux arbres, entre lesquels se dessine le palais du prince Bariatinsky… Il y a là tout un relief incorrect, capricieux, imprévu, une merveille d’irrégularité, que l’horizon borde de son cadre grandiose de montagnes.",C1
Il est bientôt cinq heures.,C1
Je n’ai pas le temps de me livrer au torrent rémunérateur des phrases descriptives.,C1
Hâtons-nous de redescendre vers la gare.,C1
"Là, une certaine affluence de monde, Arméniens, Géorgiens, Mingréliens, Tartares, Kurdes, Israélites, Russes des bords de la Caspienne, les uns venant prendre leurs billets  ô couleur orientale !",C1
" directement pour Bakou, les autres pour les stations intermédiaires.",C1
"Cette fois, j’étais parfaitement en mesure.",C1
"Ni l’employé à face de gendarme, ni les gendarmes en personne n’auraient pu mettre obstacle à mon départ.",C1
"On me délivre un billet de première classe, valable jusqu’à Bakou.",C1
Je descends sur le quai qui donne accès aux voitures.,C1
"Suivant mon habitude, je vais m’installer dans le coin d’un compartiment assez confortable.",C1
"Quelques voyageurs y montent à ma suite, tandis que le populaire cosmopolite envahit les wagons de seconde et de troisième classe.",C1
"Les portières sont refermées, après la visite du contrôleur.",C1
"Un dernier coup de sifflet annonce que le train va se mettre en marche… Soudain, des cris se font entendre,  des cris où la colère se mêle au désespoir, et je saisis ces mots en allemand : « Arrêtez !… Arrêtez !",C1
» Je baisse la vitre et regarde.,C1
"8 Un gros homme, valise à la main, chapeau-casque sur la tête, les jambes embarrassées dans les plis de sa vaste houppelande, court à perdre haleine.",C1
Il est en retard.,C1
"Des employés veulent le retenir… Essayez donc d’arrêter, s’il vous plaît, une bombe au milieu de sa trajectoire.",C1
"Cette fois encore, le droit est primé par la force.",C1
"La bombe teutonne décrit une courbe très heureusement calculée, et vient tomber dans le compartiment voisin du nôtre, à travers la portière qu’un voyageur complaisant tient ouverte.",C1
"Le train s’ébranle en ce moment, les roues de la locomotive patinent sur le rail, puis la vitesse s’accélère… Nous sommes partis.",C1
9 Chapitre II Partis avec trois minutes de retard ; il faut être précis.,C1
"Un reporter qui ne précise pas, c’est un géomètre qui néglige de pousser ses calculs jusqu’à la dixième décimale.",C1
Ce retard de trois minutes a permis au Germain d’être notre compagnon de voyage.,C1
J’ai l’idée que ce bonhomme me fournira de la copie ; mais ce n’est qu’un pressentiment.,C1
"Il fait encore jour à six heures du soir, au mois de mai, sous cette latitude.",C1
Je me suis procuré un horaire et je le consulte.,C1
"La carte dont il est accompagné me fait connaître, station par station, le parcours du railway entre Tiflis et Bakou.",C1
"Ne pas savoir quelle direction prend la locomotive, si le train monte par le nord-est ou descend par le sud-est, cela me serait insupportable, d’autant plus que, la nuit venue, je ne verrai rien, n’étant point nyctalope comme les hiboux, les chouettes, les hulottes et les chats de gouttière.",C1
"Mon indicateur m’apprend d’abord que la voie ferrée longe à peu près la route carrossable qui relie Tiflis à la Caspienne, en desservant Saganlong, Poily, Elisabethpol, Karascal, Aliat, Bakou, à travers la vallée du Koura.",C1
On ne tolère guère à un railway des « écarts de conduite.,C1
» Il doit autant que possible suivre la ligne droite.,C1
C’est ce que fait le Transgéorgien.,C1
"Parmi les stations qu’il met en communication, il en est une que j’aurais voulu visiter à loisir, Elisabethpol.",C1
"Avant la dépêche du XXe Siècle, j’avais formé le projet d’y séjourner une semaine.",C1
"En avoir lu des descriptions si attrayantes, et n’y faire halte  cinq minutes d’arrêt  qu’entre deux et trois heures du matin !",C1
"Au lieu d’une ville resplendissant sous les rayons du soleil, n’obtenir qu’un vague ensemble, confusément entrevu aux pâles clartés de la lune !",C1
"Ayant fini de piocher l’indicateur, je passe à l’examen de mes compagnons de route.",C1
"À quatre, il va sans dire que nous occupons les quatre angles de ce compartiment.",C1
"J’ai pris un des coins, du côté de l’entre-voie, dans le sens de la marche.",C1
"Aux deux angles opposés, deux voyageurs sont assis en face l’un de l’autre.",C1
"À peine montés, le bonnet enfoncé sur les yeux, ils se sont enveloppés de leurs couvertures,  des Géorgiens, autant que j’ai pu le deviner.",C1
"Mais ils appartiennent à cette race spéciale et privilégiée des dormeurs en railway, et ne se réveilleront pas avant l’arrivée à Bakou.",C1
"Rien à tirer de ces gens-là ; le wagon n’est pas une voiture pour eux, c’est un lit.",C1
"10 Devant moi, un type tout différent et qui n’a rien d’oriental : trente-deux à trente-cinq ans, figure à barbiche roussâtre, regard très vif, nez de chien d’arrêt, bouche qui ne demande qu’à parler, mains familières, prêtes à toutes les étreintes ; un homme grand, vigoureux, large d’épaules, puissant de torse.",C1
"À la manière dont il s’est disposé, après avoir rangé son sac de voyage et débouclé son tartan à couleurs voyantes, j’ai reconnu le « traveller » anglo- saxon, habitué aux longs déplacements, plus souvent à bord des trains ou des paquebots que dans le confort sédentaire de son « home », en admettant qu’il ait un home.",C1
Ce doit être un voyageur de commerce.,C1
"J’observe qu’il étale force bijoux, bagues aux doigts, épingle à la cravate, boutons aux manchettes avec vues photographiques, breloques tapageuses à la chaîne de son gilet.",C1
"Bien qu’il n’ait pas de boucles aux oreilles ni d’anneau au nez, je ne serais pas surpris que ce fût un Américain,  je dirai plus, un Yankee.",C1
Voilà mon affaire.,C1
"Apprendre ce que sont mes compagnons de voyage, d’où ils viennent, où ils vont, n’est-ce pas un devoir de reporter, qui nécessite certaines interviews ?",C1
Je vais donc commencer par mon voisin d’en face.,C1
"Cela ne sera pas difficile, j’imagine.",C1
Il ne songe ni à dormir ni à contempler le paysage que les derniers rayons du soleil couchant éclairent encore.,C1
"Si je ne me trompe, il doit avoir autant l’envie de me répondre que j’ai, moi, l’envie de l’interroger  et réciproquement.",C1
J’allais m’y mettre… Une crainte m’arrête.,C1
"Pourvu que cet Américain,  je parierais qu’il l’est,  ne soit pas un chroniqueur, chroniquant pour le compte d’un World ou d’un New-York Herald, et chargé d’accompagner le train direct du Grand-Transasiatique !",C1
Voilà qui m’enragerait !,C1
Tout plutôt qu’un rival !,C1
Mon hésitation se prolonge.,C1
"Interrogerai-je, n’interrogerai-je pas ?",C1
"Déjà la nuit est prête à venir… Enfin, je me préparais à ouvrir la bouche, lorsque mon compagnon me prévint.",C1
« Vous êtes Français ?,C1
me dit-il dans ma langue d’origine.,C1
" Oui, monsieur, » lui ai-je répondu dans la sienne.",C1
"Décidément, nous étions gens à nous comprendre.",C1
"La glace est brisée, et alors demandes de s’échanger de part et d’autre.",C1
On connaît ce proverbe de l’Orient : « Un fou fait plus de questions en une heure qu’un sage pendant toute une année.,C1
"» Mais comme mon compagnon ni moi n’avons de prétention à la sagesse, nous nous abandonnons, en entremêlant nos idiomes.",C1
« Wait a bit !,C1
» me dit mon Américain.,C1
"Je souligne cette locution, parce qu’elle reviendra fréquemment comme le coup de corde qui donne l’élan à la balançoire.",C1
« Wait a bit !,C1
je parierais dix contre un que vous êtes reporter ?…,C1
"11  Et vous gagneriez !… Oui… reporter, envoyé par le XXe Siècle pour suivre les péripéties de ce voyage.",C1
 Vous allez jusqu’à Pékin ?…  Jusqu’à Pékin.,C1
" Comme moi », répliqua le Yankee.",C1
Voilà ce que je craignais !,C1
« Un confrère ?… demandai-je en fronçant le sourcil d’un air peu sympathique.,C1
» Il a parfaitement ajouté U.S.A. Nous nous étions mutuellement présentés l’un à l’autre.,C1
"Moi, courtier en nouvelles, et lui, courtier en… En quoi ?… Il me reste à l’apprendre.",C1
La conversation continue.,C1
"Fulk Ephrinell, on le pense bien, a voyagé un peu partout  et même plus loin, ajoute-t-il.",C1
Il connaît les deux Amériques et presque toute l’Europe.,C1
Mais c’est pour la première fois qu’il va mettre le pied en Asie.,C1
Il parle… il parle… et toujours ses wait a bit !,C1
qu’il lance avec une faconde intarissable.,C1
Est-ce que l’Hudson aurait les mêmes propriétés que la Garonne de faire les langues bien pendues ?,C1
Il s’en suit que j’écoutai pendant près de deux heures.,C1
"À peine ai-je entendu le nom des stations jeté à chaque arrêt, Saganlong, Poily et autres.",C1
"Pourtant j’aurais voulu examiner le paysage, mollement éclairé par la lune, et crayonner quelques notes au passage.",C1
Heureusement mon discoureur a déjà traversé ces provinces orientales de la Géorgie.,C1
"Il m’indique des sites, des bourgades, des cours d’eau, les montagnes qui se profilent à l’horizon.",C1
À peine si je les entrevois… Maudits railways !,C1
"On part, on arrive, et on n’a rien vu en route !",C1
« Non !,C1
"m’écriai-je, ce n’est plus le charme des voyages en poste, en troïka, en tarantass, avec l’imprévu du chemin, l’originalité des auberges, le caquetage des relais, le coup de vodka des yemtchiks… et parfois la rencontre de ces honnêtes brigands, dont la race finira par s’éteindre…  Monsieur Bombarnac, me demande Fulk Ephrinell, est-ce sérieusement que vous regrettez ces belles choses ?",C1
"12  Très sérieusement, ai-je répondu.",C1
"Avec les avantages de la ligne droite du railway, nous perdons le pittoresque de la ligne courbe ou de la ligne brisée des grandes routes d’autrefois.",C1
"Et tenez, monsieur Ephrinell, est-ce que la lecture des récits de voyage en Transcaucasie, il y a quelque quarante ans, n’est pas faite pour vous laisser des regrets ?",C1
"Verrai-je un seul de ces villages habités par les Cosaques, à la fois militaires et cultivateurs ?",C1
"Assisterai-je à l’un de ces divertissements qui charmaient le touriste, ces « djiquitovkas » équestres, avec cavaliers debout sur leurs chevaux, lançant leurs sabres, déchargeant leurs pistolets, et qui vous faisaient escorte, si vous étiez en compagnie d’un haut fonctionnaire moscovite ou d’un colonel de la Staniza ?",C1
" Sans doute, nous avons perdu ces belles choses, reprend mon Yankee.",C1
"Mais, grâce à ces rubans de fer qui finiront par cercler notre globe comme un muid de cidre ou une balle de coton, nous allons en treize jours de Tiflis à Pékin.",C1
"C’est pourquoi, si vous avez compté sur des incidents… pour vous distraire…  Certainement, monsieur Ephrinell !",C1
" Illusions, monsieur Bombarnac !",C1
"Il n’arrivera rien, pas plus à vous qu’à moi.",C1
Wait a bit !,C1
"je vous promets le voyage le plus monotone, le plus prosaïque, le plus pot-au-feu, le plus terre à terre, enfin le plus plat… plat comme les steppes du Kara-Koum que le Grand-Transasiatique traverse en Turkestan, et les plaines du désert de Gobi qu’il traverse en Chine…  Nous verrons bien, répondis-je, car je voyage pour le plaisir de mes lecteurs…  Tandis que moi je voyage tout simplement pour mes propres affaires.",C1
"» Et sur cette réponse, l’idée me vient que Fulk Ephrinell ne sera sans doute pas le compagnon de route que j’avais rêvé.",C1
"Il a des marchandises à vendre, je n’en ai point à acheter.",C1
Je prévois dès lors que de notre rencontre il ne naîtra pas une intimité suffisante pendant ce long parcours.,C1
"Ce doit être un de ces Yankees dont on a pu dire : quand ils tiennent un dollar entre les dents, il est impossible de le leur arracher… et je ne lui arracherai rien qui vaille !",C1
"Cependant, si je sais de lui qu’il voyage pour le compte de la maison Strong Bulbul and Co. de New-York, j’ignore ce qu’est cette maison.",C1
"À entendre ce courtier américain, il semble que la raison sociale de Strong Bulbul and Co. doit être connue du monde entier.",C1
"Mais alors comment se fait-il que je ne la connaisse pas, moi, un reporter, élève de Chincholle, notre maître à tous !",C1
"Je suis en défaut, puisque je n’ai jamais entendu parler de la maison Strong Bulbul and Co. Je me proposais donc d’interroger Fulk Ephrinell à ce sujet, quand il me dit :",C1
"13 « Avez-vous déjà visité les États-Unis d’Amérique, monsieur Bombarnac ?",C1
" Non, monsieur Ephrinell.",C1
 Viendrez-vous un jour dans notre pays ?,C1
 Alors n’oubliez pas d’explorer à New-York la maison Strong Bulbul and Co.  Explorer ?…  C’est le mot vrai.,C1
Je n’y manquerai point.,C1
 Vous verrez là un des plus remarquables établissements industriels du nouveau continent.,C1
" Je n’en doute pas, mais pourrai-je savoir ?… Wait a bit, monsieur Bombarnac !",C1
"reprend Fulk Ephrinell, en s’animant.",C1
"Figurez-vous une colossale usine, de vastes bâtiments pour le montage et l’ajustage des pièces, une machine développant quinze cents chevaux de force, des ventilateurs à six cents tours par minute, des générateurs dévorant cent tonnes de charbon par jour, une cheminée haute de quatre cent cinquante pieds, d’immenses hangars pour l’emmagasinage des produits fabriqués que nous écoulons à travers les cinq parties du monde, un directeur général, deux sous-directeurs, quatre secrétaires, huit sous-secrétaires, un personnel de cinq cents employés et de neuf mille ouvriers, toute une légion de courtiers comme votre serviteur, qui exploitent l’Europe, l’Asie, l’Afrique, l’Amérique, l’Australasie, enfin un chiffre d’affaires qui dépasse annuellement cent millions de dollars !",C1
"Et tout cela, monsieur Bombarnac, tout cela pour fabriquer par milliards… oui !",C1
"je dis par milliards… » En ce moment, le train commence à diminuer de vitesse sous l’action de ses freins automatiques ; puis, il s’arrête.",C1
« Elisabethpol !… Elisabethpol !,C1
» crient le conducteur et les employés de la gare.,C1
Notre conversation est interrompue.,C1
"Je baisse la glace de mon côté et j’ouvre la portière, très désireux de me dégourdir les jambes.",C1
"Fulk Ephrinell, lui, ne descend pas.",C1
Me voici donc arpentant le quai d’une gare très suffisamment éclairée.,C1
Une dizaine de voyageurs ont déjà quitté notre train.,C1
"Cinq ou six, des Géorgiens, se pressent aux marchepieds des compartiments.",C1
"Dix minutes d’arrêt à Elisabethpol, l’horaire ne nous octroie pas davantage.",C1
