sentence,difficulty
Il avait accepté les rudes et humbles fonctions de maître d’école.,B2
"Puis, quand, après une vingtaine d’années, Kristina s’était éteinte en le bénissant, M. Malarius, habitué à sa vie obscure et ignorée, n’avait même pas songé à en commencer une autre.",B2
"Absorbé par des travaux personnels dont il oubliait de faire part au monde, il trouvait un plaisir suprême à être un instituteur modèle, à avoir l’école la mieux tenue du pays, et surtout à sortir du domaine de l’enseignement primaire pour aborder des leçons plus relevées.",B2
"Il aimait à pousser les études de ses meilleurs élèves, à les initier aux sciences, aux littératures anciennes et modernes, à tout ce qui est habituellement le lot des classes riches ou aisées et non pas celui des pêcheurs et des paysans.",B2
« Pourquoi ce qui est bon aux uns ne le serait-il pas aux autres !,B2
"Si les pauvres gens n’ont pas toutes les joies d’ici-bas, pourquoi leur refuser celle de connaître Homère et Shakespeare, de nommer l’étoile qui les guide sur les océans ou la plante qu’ils foulent à terre !",B2
Le métier viendra assez tôt les prendre à la gorge et les courber sur le sillon !,B2
Qu’au moins leur enfance ait bu à ces sources pures et participé à ce patrimoine commun des hommes !,B2
"8 En plus d’un pays, on eût jugé ce système imprudent, propre à dégoûter les humbles de la modestie de leur lot et à les jeter dans les aventures.",B2
"Mais, en Norvège, personne ne songe à s’inquiéter de ces choses.",B2
"La douceur patriarcale des natures, l’éloignement des villes, les habitudes laborieuses, d’une population très clairsemée, semblent ôter tout danger à ces sortes d’expériences.",B2
Aussi sont-elles plus fréquentes qu’on ne pourrait le croire.,B2
"Nulle part elle n’est poussée aussi loin, dans les plus pauvres écoles rurales comme dans les collèges.",B2
"Aussi la péninsule scandinave peut-elle se flatter de produire, proportionnellement à sa population, plus de savants et plus d’hommes distingués dans tous les genres que n’importe quelle autre région de l’Europe.",B2
Le voyageur y est constamment frappé du contraste que présente une nature à demi-sauvage avec des usines et des travaux d’art qui supposent la civilisation la plus raffinée.,B2
"Mais peut-être est-il temps de revenir au docteur Schwaryencrona, que nous avons laissé sur le seuil de l’école de Noroë.",B2
"Si les élèves avaient été prompts à le reconnaître, sans l’avoir jamais vu, il n’en était pas de même de leur instituteur, qui pourtant le connaissait de longue date.",B2
« Eh !,B2
"bonjour, mon cher Malarius !",B2
"s’écria cordialement le visiteur en s’avançant, la main ouverte, vers le maître d’école.",B2
" Monsieur, soyez le bienvenu, répondit celui-ci un peu interdit, un peu timide comme tous les solitaires, et surpris au milieu de sa démonstration… M’excuserez-vous si je vous demande à qui j’ai l’honneur… ?",B2
" Quoi !… Ai-je donc tant changé depuis que nous courions ensemble sur la neige et que nous fumions de si longues pipes à Christiania ?… As-tu donc oublié la pension Krauss, et faut- il vraiment que je te nomme ton camarade et ton ami ?",B2
 Schwaryencrona !… s’écria M. Malarius.,B2
Est-il possible ?,B2
"Est-ce bien toi ?… Est-ce vous, monsieur le docteur ?",B2
"je t’en prie, trêve aux cérémonies !… Ne suis-je pas ton vieux Roff, comme tu seras toujours mon brave Olaf,  le meilleur, le plus cher ami de ma jeunesse ?",B2
je sais bien !…,B2
"9 Le temps passe, et nous avons un peu changé tous les deux, en trente ans !… Mais le cœur est resté jeune, n’est-ce pas ?",B2
"et il y a toujours un petit coin pour ceux qu’on a appris à aimer, quand on mangeait côte à côte le pain sec de la vingtième année ?",B2
"» Et le docteur riait, et il serrait les deux mains de M. Malarius, qui, de son côté, avait les yeux tout humides de larmes.",B2
"« Mon cher ami, mon bon, mon excellent docteur !",B2
Nous n’allons pas rester ici.,B2
"Je vais donner congé à tous ces malandrins, qui n’en seront pas fâchés, assurément, et nous passerons chez moi…  Point du tout, déclara le docteur en se retournant vers les élèves, qui suivaient avec un vif intérêt les détails de cette scène.",B2
"Je ne dois ni te déranger dans tes travaux ni troubler les études de cette belle jeunesse !… Si tu veux me faire un grand plaisir, tu me permettras de m’asseoir ici, près de toi, et tu reprendras la leçon…  Volontiers, répondit M. Malarius ; mais, à vrai dire, je n’aurai plus guère le cœur à la géométrie, et, après avoir parlé congé à ces gamins, je me fais un peu scrupule de rétracter le mot !… Il y aurait un moyen de tout concilier.",B2
"C’est que le docteur Schwaryencrona daignât faire à mes élèves l’honneur de les interroger sur leurs études, et puis, qu’il leur donnât la volée pour aujourd’hui !…  Excellente idée !… C’est entendu !… Me voici passé inspecteur !",B2
"» Puis, s’adressant à toute la classe : « Voyons, quel est le meilleur élève ?",B2
demanda le docteur en s’installant dans le fauteuil du maître.,B2
 Erik Hersebom !,B2
"répondirent, sans hésiter une cinquantaine de voix fraîches.",B2
"c’est Erik Hersebom ?… Eh bien, Erik Hersebom, voulez-vous venir ici ?",B2
» Un jeune garçon d’une douzaine d’années quitta le premier banc et se rapprocha de la chaire.,B2
"C’était un enfant sérieux et grave, dont la physionomie pensive et les grands yeux profonds,",B2
"10 qui auraient été remarqués partout, paraissaient surtout remarquables au milieu des têtes blondes qui l’entouraient.",B2
"Tandis que ses camarades des deux sexes avaient tous des cheveux couleur de lin, des teints roses, des yeux verts ou bleus, ses cheveux à lui étaient châtain foncé, comme son regard, et sa peau brune.",B2
"Il n’avait pas les pommettes saillantes, le nez court et l’allure massive des enfants de la Scandinavie.",B2
"En un mot, pour les caractères physiques, il se distinguait de la race si originale et si nettement marquée à laquelle appartenaient ses condisciples.",B2
"Comme eux, il était vêtu de gros drap du pays ; à la mode des paysans de la province de Bergen ; mais la finesse, la petitesse de sa tête, portée sur un cou grêle et élégant, la grâce naturelle de ses mouvements et de ses attitudes,  tout en lui semblait indiquer une origine étrangère.",B2
"Il n’est pas un physiologiste qui n’eût été frappé d’emblée de ces particularités, comme le fut le docteur Schwaryencrona.",B2
"Cependant, il n’avait au premier abord aucun motif de s’y arrêter.",B2
Aussi se mit-il simplement en devoir de procéder à son examen.,B2
« Par où commencerons-nous ?,B2
Par la grammaire ?,B2
demanda- t-il au jeune garçon.,B2
" Je suis aux ordres de monsieur le docteur, » répondit modestement Erik.",B2
"Le docteur lui posa deux questions fort simples et fut étonné de voir qu’il répondait en donnant la solution, non seulement pour la langue suédoise, mais pour le français et l’anglais.",B2
C’est une habitude qu’on prenait avec M. Malarius.,B2
Il prétendait qu’il était presque aussi aisé d’apprendre trois langues à la fois que d’en apprendre une seule.,B2
« Tu leur enseignes donc le français et l’anglais ?,B2
"dit le docteur, en se retournant vers son ami.",B2
" Pourquoi pas, avec les éléments du grec et du latin ?… Je ne vois pas le mal que cela peut leur faire.",B2
 Moi non plus !,B2
» s’écria le docteur en riant.,B2
Et il ouvrit au hasard un volume de Cicéron dont Erik Hersebom traduisit fort bien quelques phrases.,B2
11 Il était question dans ce passage de la ciguë bue par Socrate.,B2
M. Malarius pria le docteur de se faire dire de quelle famille était cette plante.,B2
"Erik déclara sans hésiter qu’elle était de la famille des ombellifères, tribu des smyrnies, et il en indiqua tous les caractères.",B2
De la botanique on passa à la géométrie.,B2
Erik donna en fort bons termes la démonstration du théorème relatif à la somme des angles d’un triangle.,B2
Le docteur allait de surprise en surprise.,B2
"« Parlons un peu géographie, reprit-il.",B2
"Quelle est la mer qui borne au nord la Scandinavie, la Russie et la Sibérie ?",B2
 C’est l’océan Glacial arctique.,B2
 Et quelles sont les mers avec lesquelles cet océan est en communication ?,B2
 L’Atlantique à l’ouest et le Pacifique à l’est.,B2
 Voulez-vous me citer deux ou trois ports importants sur le Pacifique ?,B2
" Je citerai Yokohama au Japon, Melbourne en Australie, San-Francisco dans l’État de Californie.",B2
" Eh bien, puisque l’océan Glacial arctique communique d’une part avec l’Atlantique qui baigne nos côtes, d’autre part avec le Pacifique,  ne pensez-vous pas que le chemin le plus court pour se rendre à Yokohama ou à San-Francisco serait cette mer arctique ?",B2
" Assurément, monsieur le docteur, répondit Erik, ce serait le chemin le plus court, s’il était praticable.",B2
"Mais jusqu’ici tous les navigateurs qui ont tenté de le suivre se sont trouvés arrêtés par les glaces, et ils ont dû renoncer à l’entreprise, quand ils n’y ont pas rencontré la mort.",B2
 Vous dites qu’on a souvent tenté de découvrir le passage nord-est ?,B2
" Une cinquantaine de fois depuis trois siècles, et toujours en vain.",B2
 Pourriez-vous me citer quelques-unes de ces expéditions ?,B2
 La première s’organisa en 1523 sous la direction de François-Sébastien Cabot.,B2
Elle se composait de trois navires placés sous le commandement de l’infortuné sir Hugh,B2
"12 Willoughby, qui périt en Laponie avec tout son équipage.",B2
"Un de ses lieutenants Chancellor, fut d’abord plus heureux que lui et réussit à s’ouvrir une route directe, par les mers arctiques, entre la Manche et la Russie.",B2
"Mais lui aussi devait, au cours d’une seconde tentative, faire naufrage et périr.",B2
"Un capitaine envoyé à sa recherche, Stephen Borough, réussit à franchir le détroit qui sépare la Nouvelle-Zemble de l’île Waigate et à pénétrer dans la mer de Kara ; mais les glaces et les brumes l’empêchèrent d’aller plus loin… Deux expéditions tentées en 1580 sont également infructueuses.",B2
"Le projet n’en est pas moins repris, quinze ans plus tard, par les Hollandais, qui arment successivement trois expéditions sous le commandement de Barentz pour chercher le passage nord-est.",B2
"En 1596, Barentz périt dans les glaces de la Nouvelle-Zemble… Dix ans plus tard, Henry Hudson, envoyé par la Compagnie hollandaise des Indes, échoue également au cours de trois expéditions successives… Les Danois ne sont pas plus heureux en 1653… En 1676, le capitaine John Wood échoue pareillement… Et dès lors l’entreprise est jugée irréalisable, abandonnée par toutes les puissances maritimes.",B2
 N’a-t-elle jamais été reprise depuis cette époque ?,B2
" Elle l’a été par la Russie, qui aurait un intérêt immense, comme toutes les nations septentrionales d’ailleurs, à trouver une route maritime directe entre ses côtes et la Sibérie.",B2
"En un siècle de durée, elle n’a pas envoyé moins de dix-huit expéditions successives pour explorer la Nouvelle-Zemble, la mer de Kara, les abords orientaux et occidentaux de la Sibérie.",B2
"Mais, si ces expéditions ont eu pour résultat de mieux faire connaître ces parages, elles ont conclu à l’impossibilité de se frayer un passage continu par la grande mer arctique.",B2
"L’académicien Van Baër, qui tenta aussi une dernière fois l’aventure en 1837, après l’amiral Lütke et Pachtusow, déclare hautement que cet océan n’est qu’une « simple glacière » aussi impraticable aux navires que peut l’être un continent.",B2
 Il faut donc renoncer sans retour au passage nord-est ?,B2
 C’est du moins la conclusion qui semble résulter de ces tentatives si nombreuses et toujours impuissantes.,B2
"13 dit pourtant que notre grand voyageur Nordenskiold songe à renouveler l’entreprise, après s’y être préparé par des explorations partielles dans les mers arctiques.",B2
"Si le fait est vrai, c’est que la chose lui paraît réalisable.",B2
"Et si telle est son opinion, il est assez compétent pour qu’on le prenne au sérieux.",B2
» Le docteur Schwaryencrona se trouvait être un des chauds admirateurs de Nordenskiold ; c’est pourquoi il avait mis l’entretien sur le passage nord-est.,B2
Aussi fut-il ravi de la netteté de ces réponses.,B2
Son regard s’était fixé sur Erik Hersebom avec l’expression du plus vif intérêt.,B2
"« Où avez-vous donc appris toutes ces choses, mon enfant ?",B2
"lui demanda-t-il, après un assez long silence.",B2
" Ici, monsieur le docteur, répondit Erik, surpris de la question.",B2
 Vous n’avez jamais appartenu à aucune autre école ?,B2
 M. Malarius a le droit d’être fier de vous !,B2
reprit le docteur en se retournant vers le maître.,B2
" Je suis très content d’Erik, dit celui-ci.",B2
"Il y a bientôt huit ans qu’il est mon élève, car je l’ai eu tout petit, et il a toujours été le premier de sa section.",B2
» Le docteur était retombé dans son silence.,B2
Ses yeux perçants restaient attachés sur Erik avec une intensité singulière.,B2
Il semblait poursuivre la solution d’un problème qu’il ne jugea pas à propos d’énoncer à haute voix.,B2
"« Il n’est pas possible de mieux répondre à mes questions, et je crois inutile de poursuivre cet examen !",B2
"Je ne retarderai donc pas votre congé, mes enfants, et, puisque M. Malarius le veut bien, nous en resterons là pour aujourd’hui.",B2
"» À ces mots, le maître frappa dans ses mains.",B2
"Tous les élèves se levèrent à la fois, rassemblèrent leurs livres et vinrent se ranger sur quatre lignes dans l’espace vide en avant des bancs.",B2
M. Malarius frappa une seconde fois dans ses mains.,B2
La colonne se mit en marche et sortit en marquant le pas avec une précision toute militaire.,B2
"14 Un troisième signal, et l’école, rompant les rangs, prit son vol avec des cris joyeux.",B2
"En quelques secondes, elle se fut éparpillée autour des eaux bleues du fjord, où Noroë mire ses toits de gazon.",B2
"Chacune des deux salles sert à la fois de parloir, et de chambre à coucher.",B2
"Des espèces de tiroirs ménagés dans les murs de bois renferment la literie, composée de matelas et de couvertures de peaux qu’on exhibe seulement pour la nuit.",B2
"Cet arrangement,  autant que la couleur claire des panneaux et la gaieté de la haute cheminée, placée dans un coin, où brûle toujours un grand feu de bois,  donne aux plus humbles demeures un air de propreté et de luxe domestique inconnu aux paysans de l’Europe méridionale.",B2
"Ce soir-là, toute la famille était réunie autour du foyer, où mijotait une colossale marmite contenant un mélange de « sillsallat » ou hareng fumé, de saumon et de pommes de terre.",B2
"Maaster Hersebom, assis dans un haut fauteuil de bois, faisait du filet, selon son habitude invariable, quand il ne se trouvait pas à la mer ou au séchoir.",B2
"C’était un rude marin, au teint brûlé par les bises polaires, aux cheveux grisonnants déjà, quoiqu’il fût encore dans la force de l’âge.",B2
"Son fils Otto, un grand garçon de quatorze ans, qui lui ressemblait de tout point et paraissait destiné à devenir, lui aussi, un pêcheur émérite, était pour le",B2
"16 présent fort occupé à pénétrer les mystères de la règle de trois, en couvrant de chiffres une petite ardoise, d’une grosso patte qui avait l’air de se connaître beaucoup mieux au maniement de l’aviron.",B2
"Erik, penché sur la table à manger, était plongé dans la lecture d’un gros livre d’histoire, prêté par M. Malarius.",B2
"Tout près de lui, Katrina Hersebom, la bonne femme, filait paisiblement à son rouet,  tandis que la petite Vanda, une blondine de dix à douze uns, assise sur un escabeau, tricotait avec ardeur un gros bas de laine rouge.",B2
"À ses pieds, un grand chien d’un blanc jaune, à la fourrure aussi épaisse que celle d’un mouton, dormait couché en rond.",B2
"Depuis une heure au moins le silence n’avait pas été rompu, et la lampe de cuivre, alimentée d’huile de poisson, éclairait paisiblement de ses quatre becs tous les détails de ce tranquille intérieur.",B2
"Pour dire la vérité, ce silence semblait peser à dame Katrina, qui, depuis quelques instants, manifestait par divers symptômes le besoin de se délier la langue.",B2
Enfin elle n’y tint plus.,B2
"« Voilà bien assez de travail pour ce soir, dit-elle.",B2
Il est temps de mettre la table et de souper.,B2
"» Sans un mot de protestation, Erik, prenant son gros livre, alla s’établir plus près de la cheminée, tandis que Vanda, après avoir déposé son tricot, se dirigea vers le buffet et se mit en devoir de prendre assiettes et cuillers.",B2
"« Et tu disais, Otto, reprit la fileuse, que notre Erik a bien répondu tantôt à M. le docteur ?",B2
 Bien répondu ?,B2
s’écria Otto avec enthousiasme.,B2
"Il a parlé comme un livre, voilà, la vérité !",B2
"Je ne sais où il allait chercher tout ce qu’il savait… Plus le docteur demandait, plus il en avait à dire !… Et les mots venaient, venaient !… C’est M. Malarius qui était content !",B2
" Et moi aussi j’étais contente, dit gravement Vanda.",B2
"nous l’étions tous, bien entendu !",B2
"Si vous aviez vu, mère, comme tout le monde écoutait bouche béante !… Nous n’avions qu’une peur, c’est que notre tour arrivât d’être",B2
"17 interrogés !… Mais lui, il n’avait pas peur, il répondait au docteur comme il aurait fait à notre maître !",B2
"M. Malarius vaut bien le docteur, je pense, et il est certes aussi savant que n’importe qui !",B2
"» dit Erik, que ces éloges à bout portant semblaient gêner.",B2
Le vieux pêcheur approuva d’un sourire.,B2
"« Tu as raison, petit, dit-il sans arrêter le travail de ses mains calleuses.",B2
"M. Malarius en remontrerait, s’il le voulait, à tous les docteurs de la ville !… Et au moins il ne se sert pas de la science, celui-là, pour ruiner le pauvre monde !",B2
 Le docteur Schwaryencrona a ruiné quelqu’un ?,B2
demanda curieusement Erik.,B2
" Heu !… heu !… S’il ne l’a pas fait, ce n’est pas sa faute !",B2
"… Moi qui vous parle, croyez-vous que j’aie vu avec plaisir s’élever cette usine, qui fume là-haut au bord du fiord ?… La mère pourra vous dire qu’autrefois nous récoltions nous-mêmes notre huile, et nous la vendions fort bien à Bergen, pour cent cinquante et jusqu’à deux cents kroners par an… Maintenant c’est fini !",B2
"Personne ne veut plus de l’huile brune, ou l’on en donne si peu qu’à peine cela vaut-il de faire le voyage !",B2
"Il faut se contenter de vendre les foies à l’usine, et Dieu sait si le gérant du docteur s’arrange pour les obtenir à bas prix !… C’est à peine si j’en tire quarante-cinq kroners, en me donnant trois fois plus de mal que jadis !",B2
Eh bien !… je dis que ce n’est pas juste et que le docteur ferait mieux de soigner ses malades à Stockholm que de venir ici faire notre métier et nous prendre notre gagne-pain !,B2
"Sur ces mots amers, le silence se fit.",B2
"On n’entendit pendant quelques instants que le cliquetis des assiettes remuées par Vanda, tandis que sa mère vidait le contenu de la marmite sur un énorme plat de terre vernie.",B2
Erik réfléchissait profondément à ce que venait de dire master Hersebom.,B2
"Des objections se présentaient tumultueusement à son esprit ; comme il était la candeur même, il ne put s’empêcher de les formuler.",B2
"« Il me semble que vous avez raison de regretter le profil d’autrefois, père, dit-il, mais qu’il n’est pas tout à fait juste",B2
18 d’accuser le docteur Schwaryencrona de les avoir diminués !,B2
Est-ce que son huile ne vaut pas mieux que l’huile de ménage ?,B2
" Heu !… heu !… Elle est plus claire, voilà tout… Elle ne sent pas la résine comme la nôtre, à ce qu’ils disent !… Et c’est pourquoi toutes les mijaurées de la ville la préfèrent, sans doute !",B2
"Mais du diable si elle fait plus de bien aux poumons des malades que notre bonne vieille huile d’autrefois !…  Enfin, pour une raison ou pour une autre, on la prend de préférence !",B2
"Et comme c’est un médicament très salutaire, il est essentiel que le public éprouve le moins de dégoût possible à s’en servir.",B2
"Dès lors, si un médecin trouve le moyen de diminuer ce dégoût en modifiant le mode de fabrication, n’est-ce pas son devoir d’appliquer sa découverte ?",B2
» Maaster Hersebom se grattait l’oreille.,B2
"« Sans doute, dit-il comme à regret, c’est peut-être son devoir de médecin.",B2
"Mais ce n’est pas une raison pour empêcher les pauvres pêcheurs de gagner leur vie…  Je croyais que l’usine du docteur en occupait trois cents tandis qu’il n’y en avait pas vingt à Noroë au temps dont vous parlez, objecta timidement Erik.",B2
 Eh justement !,B2
c’est pourquoi le métier ne vaut plus rien !,B2
"le souper est servi, mettez-vous à table !",B2
"» dit alors dame Katrina, qui voyait la discussion s’échauffer plus qu’il ne lui plaisait.",B2
"Erik, comprenant qu’une plus longue insistance serait déplacée, ne répliqua rien à l’argument de maaster Hersebom et prit sa place habituelle à côté de Vanda.",B2
"« Le docteur et M. Malarius se tutoient, ils sont donc amis d’enfance ?",B2
demanda-t-il pour changer le cours de la conversation.,B2
" Sans doute, répondit le pêcheur en se mettant à table.",B2
"Ils sont tous deux nés à Noroë, et je me rappelle encore le temps où ils jouaient sur la place de l’école, quoiqu’ils soient mes aînés de quelque dix ans.",B2
"M. Malarius était le fils du médecin d’alors, et le docteur celui d’un simple pêcheur.",B2
Mais il a fait du chemin depuis cette époque !,B2
On dit qu’il est riche à millions,B2
19 aujourd’hui et qu’il habite à Stockholm un véritable palais !… Oh !,B2
l’instruction est une belle chose !,B2
"» Sur cet aphorisme, le brave homme s’apprêtait à planter sa cuiller dans le plat de poisson et de pommes de terre fumantes, quand un coup frappé à la porte arrêta net ce mouvement.",B2
"« Peut-on entrer, maître Hersebom ?",B2
» criait dans le couloir une voix forte et bien timbrée.,B2
"Et, sans attendre la permission, celui-là même dont on venait de parler pénétra dans la salle, apportant avec lui une grande bouffée d’air glacé.",B2
« Monsieur le docteur Schwaryencrona !,B2
"s’écrièrent les trois enfants, tandis que le père et la mère se levaient avec empressement.",B2
" Mon cher Hersebom, dit le savant en prenant la main du pêcheur dans les siennes, nous ne nous sommes pas vus depuis de longues années ; mais je n’ai pas perdu le souvenir de votre excellent père, et j’ai pensé que je pouvais me présenter chez vous en ami d’enfance !",B2
"» Le digne homme, un peu gêné sans doute par le souvenir des accusations qu’il avait si récemment dirigées contre son visiteur, ne savait trop comment répondre à ces paroles.",B2
"Il se contenta donc de rendre sa poignée de main au docteur avec un sourire de cordiale bienvenue, tandis que sa bonne femme courait au plus pressé.",B2
"« Vite, Otto, Erik, aidez monsieur le docteur à ôter sa pelisse, et toi, Vanda, un couvert de plus !",B2
"disait-elle, hospitalière comme toutes les ménagères norvégiennes.",B2
Monsieur le docteur nous fera bien la faveur de manger un morceau avec nous ?,B2
" Ma foi, ce ne serait pas de refus, croyez-le bien, si j’avais le moindre appétit, car voilà un plat de saumon fort tentant !",B2
"… Mais il n’y a pas une heure que j’ai soupé avec mon ami Malarius, et je ne serais certes pas venu sitôt si j’avais cru vous trouver encore à table !… Si vous voulez me faire grand plaisir, vous reprendrez vos places et vous fonctionnerez comme si je n’étais pas là.",B2
"monsieur le docteur, implora la bonne femme, vous accepterez au moins quelques ""snorgas"" et une tasse de thé ?",B2
"20  Va pour la tasse de thé, mais à une condition, c’est que vous dînerez d’abord », répondit le docteur en s’installant dans le grand fauteuil qui lui tendait les bras.",B2
"Aussitôt Vanda mit discrètement la bouilloire sur le feu et disparut comme un sylphe dans la salle voisine, tandis que toute la famille, comprenant avec une courtoisie native qu’elle désobligerait son hôte en insistant, se remettait en devoir d’attaquer les vivres.",B2
En deux minutes le docteur se fut mis à l’aise.,B2
"Tout en tisonnant dans la cheminée et se rôtissant les jambes à la flambée de bois sec que Katrina venait d’y jeter avant de se remettre à table, il causait du vieux temps, des anciens qui avaient disparu, de ceux qui restaient, des changements qui s’étaient opérés dans le pays et à Bergen même.",B2
"Il se trouvait tout à fait chez lui, et, chose plus remarquable, il avait déjà réussi à remettre maaster Hersebom dans son assiette  quand Vanda rentra avec un plateau de bois chargé de soucoupes et le présenta si gentiment qu’il n’y eut plus moyen de résister.",B2
"C’étaient les fameux « snorgas » de Norvège,  aiguillettes de renne fumé, filets de harengs au poivre rouge, minces tranches de pain noir, fromage pimenté et autres condiments farouches qu’on mange à toute heure pour s’ouvrir l’appétit.",B2
"Ceux-là répondaient si bien à leur destination que le docteur, qui en avait goûté par complaisance, se trouva en état de faire honneur aux confitures de mûres sauvages, qui étaient la gloire spéciale de dame Katrina, et fut pris d’une soif que sept à huit tasses de thé sans sucre suffirent à peine à apaiser.",B2
Maaster Hersebom produisit alors une jarre d’excellent « schïedam » qui lui venait d’un acheteur hollandais.,B2
"Puis, le souper se trouvant terminé, le docteur accepta de la main de son hôte une énorme pipe qu’il bourra et fuma à la satisfaction générale.",B2
"Inutile de dire qu’à cette phase des opérations, la glace était depuis longtemps rompue et que le docteur semblait avoir toujours fait partie de la famille.",B2
"On riait, on bavardait, on était les meilleurs amis du monde, quand dix heures sonnèrent à la vieille horloge de bois verni.",B2
"21 « Çà, mes bons amis, voilà qu’il se fait tard !",B2
dit alors le docteur.,B2
"Si vous voulez bien maintenant envoyer les enfants au lit, nous causerons d’affaires sérieuses.",B2
"» Sur un signe de Katrina, Otto, Erik, Vanda, souhaitèrent immédiatement le bonsoir à tous et se retirèrent.",B2
« Vous devez vous demander pourquoi je suis venu ?,B2
"reprit le docteur, après un instant de silence, en fixant son regard pénétrant sur maaster Hersebom.",B2
"  Mon  hôte  est  toujours  le  bienvenu,  répondit sentencieusement le pêcheur.",B2
" Oui, je sais, je sais que l’hospitalité ne se perd pas à Noroë !",B2
"… Mais enfin, vous vous êtes certainement dit déjà que je dois avoir un motif pour avoir quitté ce soir la compagnie de mon vieil ami Malarius, et m’être ainsi présenté chez vous !… Je gage que dame Hersebom n’est pas sans avoir quelque soupçon de ce motif.",B2
" Nous le saurons, quand vous nous l’aurez fait connaître, répliqua diplomatiquement la bonne femme.",B2
"fit le docteur avec un soupir, puisque vous ne voulez pas m’aider, il faut que j’arrive tout seul au fait !… Votre fils Erik est un enfant des plus remarquables, maaster Hersebom.",B2
" Je ne me plains pas de lui, répondit le pêcheur.",B2
" Il est singulièrement intelligent et instruit pour son âge, poursuivit le docteur.",B2
